Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	Continent	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_num_date_bar	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad
NODE108	NA	NA	2.3450000000000597e-07	black	0.0010497219660656914	107.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1254073915385185e-08	1.5127633372272002	2.161811151063252e-07	1942-06-23	1942.4742949721367	[1914.6250156943927, 1963.2006000376334]	[106.37498430560731, 57.79939996236658]	13.838032715336567	6981.214772131211	107.75	1942.4742949721367	4.97219660656912e-05	False
GCA_009670475.1_ASM967047v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219660656914	107.0	42043	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722871	KEEP: Assembly Modern	0	Asia	7.439414770596697e-10	0.1	8.824261556928788e-20	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	40.525705027863296	7021.7404771590745	107.0	1983.0	4.972196606569129e-05	False
NODE109	NA	NA	2.344999999999992e-07	black	0.001049938150121084	108.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2706627058407818e-08	1.7080143331474247	2.161840553925328e-07	1955-03-01	1955.1632316479925	[1954.5535644277281, 1966.967934049338]	[66.44643557227187, 54.032065950661945]	12.688936675855757	6993.903708807067	108.5	1955.1632316479925	4.993815012108374e-05	False
GCA_009669705.1_ASM966970v1_genomic	NA	NA	2.33999999999971e-08	grey	0.001049938150121084	108.0	42098	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722915	KEEP: Assembly Modern	0	Asia	7.944155818233284e-10	0.10678468754869683	8.799036884029712e-20	1986-01-01	1986.0	[1986.0, 1986.0]	[35.0, 35.0]	30.83676835200754	7024.7404771590745	108.0	1986.0	4.9938150121083826e-05	False
GCA_009670995.1_ASM967099v1_genomic	NA	NA	2.344999999999992e-07	grey	0.001050154331843469	109.0	42003	1967	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722848	KEEP: Assembly Modern	0	Asia	1.2809436352143392e-08	1.7218338736497119	2.1618172238491818e-07	1967-01-01	1967.0	[1967.0, 1967.0]	[54.0, 54.0]	11.836768352007539	7005.7404771590745	109.0	1967.0	5.015433184346866e-05	False
NODE111	NA	NA	2.3450000000000597e-07	black	0.0010497219660656914	118.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.458255171061728e-09	0.8681133355525663	2.161811151063252e-07	1968-01-01	1968.0001344191755	[1957.6913165477918, 1968.0]	[63.30868345220824, 53.0]	39.3638721623754	7006.7406115782505	118.75	1968.0001344191755	4.97219660656912e-05	False
GCA_009670135.1_ASM967013v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219660656914	110.0	42070	1991	-30	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722895	KEEP: Assembly Modern	0	Asia	1.0134618519826786e-09	0.13622870658969743	8.804410698444577e-20	1991-01-01	1991.0	[1991.0, 1991.0]	[30.0, 30.0]	22.999865580824462	7029.740477159075	110.0	1991.0	4.972196606569129e-05	False
GCA_009670385.1_ASM967038v1_genomic	NA	NA	2.344999999999992e-07	grey	0.0010499381471653075	111.0	42052	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722879	KEEP: Assembly Modern	0	Asia	1.0453292935024804e-08	1.4051230180551382	2.161810996161228e-07	1986-01-01	1986.0	[1986.0, 1986.0]	[35.0, 35.0]	17.999865580824462	7024.740477159075	111.0	1986.0	4.993814716530733e-05	False
GCA_009669975.1_ASM966997v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219660656914	112.0	42080	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722903	KEEP: Assembly Modern	0	Asia	7.639718320565735e-10	0.10269246380455506	8.824261556928788e-20	1995-01-01	1995.0	[1995.0, 1995.0]	[26.0, 26.0]	26.999865580824462	7033.740477159075	112.0	1995.0	4.972196606569129e-05	False
GCA_009670875.1_ASM967087v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219660656914	113.0	42010	1969	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722852	KEEP: Assembly Modern	0	Asia	7.351324414943651e-09	0.9881589670196625	8.811385744174872e-20	1969-01-01	1969.0	[1969.0, 1969.0]	[52.0, 52.0]	0.9998655808244621	7007.740477159075	113.0	1969.0	4.972196606569129e-05	False
GCA_009667895.1_ASM966789v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219660656914	114.0	42071	1991	-30	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722896	KEEP: Assembly Modern	0	Asia	1.01346185197902e-09	0.13622870658920563	1.5803135001354435e-22	1991-01-01	1991.0	[1991.0, 1991.0]	[30.0, 30.0]	22.999865580824462	7029.740477159075	114.0	1991.0	4.97219660656912e-05	False
GCA_009670565.1_ASM967056v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	115.0	42039	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722868	KEEP: Assembly Modern	0	Asia	2.0123743874634123e-09	0.2705017060504619	8.824261556928788e-20	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	14.999865580824462	7021.740477159075	115.0	1983.0	4.972196606569129e-05	False
GCA_009670075.1_ASM967007v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	116.0	42074	1993	-28	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722898	KEEP: Assembly Modern	0	Asia	8.7612610548168e-10	0.11776814877219274	8.824261556928788e-20	1993-01-01	1993.0	[1993.0, 1993.0]	[28.0, 28.0]	24.999865580824462	7031.740477159075	116.0	1993.0	4.972196606569129e-05	False
GCA_009670155.1_ASM967015v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	117.0	42069	1991	-30	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722894	KEEP: Assembly Modern	0	Asia	1.0134618519826869e-09	0.13622870658969854	8.824261556928788e-20	1991-01-01	1991.0	[1991.0, 1991.0]	[30.0, 30.0]	22.999865580824462	7029.740477159075	117.0	1991.0	4.972196606569129e-05	False
GCA_009670015.1_ASM967001v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	118.0	42077	1994	-27	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722900	KEEP: Assembly Modern	0	Asia	8.172890471170725e-10	0.1098593198953363	8.824261556928788e-20	1994-01-01	1994.0	[1994.0, 1994.0]	[27.0, 27.0]	25.999865580824462	7032.740477159075	118.0	1994.0	4.972196606569129e-05	False
GCA_009670905.1_ASM967090v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	119.0	42008	1968	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722850	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	8.824261556928788e-20	1968-01-01	1968.0	[1968.0, 1968.0]	[53.0, 53.0]	-0.00013441917553791427	7006.740477159075	119.0	1968.0	4.972196606569129e-05	False
GCA_009670895.1_ASM967089v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	120.0	42009	1969	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722851	KEEP: Assembly Modern	0	Asia	7.351324414943652e-09	0.9881589670196627	8.824261556928788e-20	1969-01-01	1969.0	[1969.0, 1969.0]	[52.0, 52.0]	0.9998655808244621	7007.740477159075	120.0	1969.0	4.972196606569129e-05	False
GCA_009669775.1_ASM966977v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	121.0	42094	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722914	KEEP: Assembly Modern	0	Asia	2.0123743874634123e-09	0.2705017060504619	8.824261556928788e-20	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	14.999865580824462	7021.740477159075	121.0	1983.0	4.972196606569129e-05	False
GCA_009670515.1_ASM967051v1_genomic	NA	NA	0.0	grey	0.0010497219660656914	122.0	42042	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722870	KEEP: Assembly Modern	0	Asia	2.0123743874634123e-09	0.2705017060504619	8.824261556928788e-20	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	14.999865580824462	7021.740477159075	122.0	1983.0	4.972196606569129e-05	False
GCA_009669715.1_ASM966971v1_genomic	NA	NA	2.344999999999992e-07	grey	0.0010499381464621688	123.0	42099	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722916	KEEP: Assembly Modern	0	Asia	1.0453268851574469e-08	1.4051197807776	2.1618039647734574e-07	1986-01-01	1986.0	[1986.0, 1986.0]	[35.0, 35.0]	17.999865580824462	7024.740477159075	123.0	1986.0	4.993814646216855e-05	False
NODE125	NA	NA	4.689999999999984e-07	black	0.0010501543265460393	127.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7821169084812783e-08	2.3955068556264125	4.323604803478389e-07	1981-01-01	1981.0001344191755	[1971.7757304274667, 1981.0]	[49.22426957253333, 40.0]	13.0	7019.7406115782505	127.5	1981.0001344191755	5.0154326546039044e-05	False
NODE126	NA	NA	2.344999999999992e-07	black	0.0010503705086719176	128.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1755811479137817e-08	1.580206486886725	2.1618212587823404e-07	1995-01-01	1995.0001344191755	[1984.4943170723589, 1995.0]	[36.505682927641146, 26.0]	14.0	7033.7406115782505	128.0	1995.0001344191755	5.037050867191728e-05	False
GCA_009670045.1_ASM967004v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010503705086719176	127.0	42078	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722901	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	8.803335221430505e-20	1995-01-01	1995.0	[1995.0, 1995.0]	[26.0, 26.0]	-0.00013441917553791427	7033.740477159075	127.0	1995.0	5.0370508671917366e-05	False
GCA_009669625.1_ASM966962v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010503705086719176	128.0	42116	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722921	KEEP: Assembly Modern	0	Asia	3.3837326678602822e-09	0.45483855547805163	8.797918490274895e-20	2005-01-01	2005.0	[2005.0, 2005.0]	[16.0, 16.0]	9.999865580824462	7043.740477159075	128.0	2005.0	5.0370508671917366e-05	False
GCA_009669935.1_ASM966993v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010503705086719176	129.0	42081	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722904	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	8.797918490274895e-20	1995-01-01	1995.0	[1995.0, 1995.0]	[26.0, 26.0]	-0.00013441917553791427	7033.740477159075	129.0	1995.0	5.0370508671917366e-05	False
GCA_009670665.1_ASM967066v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010501543265460393	124.0	42032	1981	-40	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722863	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	8.79956186715361e-20	1981-01-01	1981.0	[1981.0, 1981.0]	[40.0, 40.0]	-0.00013441917553791427	7019.740477159075	124.0	1981.0	5.015432654603913e-05	False
GCA_009670115.1_ASM967011v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010501543265460393	125.0	42072	1992	-29	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722897	KEEP: Assembly Modern	0	Asia	3.036138757024739e-09	0.40811526855911784	8.799739490107364e-20	1992-01-01	1992.0	[1992.0, 1992.0]	[29.0, 29.0]	10.999865580824462	7030.740477159075	125.0	1992.0	5.015432654603913e-05	False
GCA_009670055.1_ASM967005v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010501543265460393	126.0	42075	1993	-28	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722899	KEEP: Assembly Modern	0	Asia	2.7290927613813375e-09	0.36684239897037546	1.5710216676188656e-22	1993-01-01	1993.0	[1993.0, 1993.0]	[28.0, 28.0]	11.999865580824462	7031.740477159075	126.0	1993.0	5.0154326546039044e-05	False
NODE131	NA	NA	4.689999999999984e-07	black	0.0010505866853889817	131.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7102026401759795e-08	2.2988402890712982	4.323588429423356e-07	1996-10-10	1996.7737712355713	[1986.950778050813, 2001.0]	[34.049221949187086, 20.0]	15.773636816395765	7035.5142483946465	131.0	1996.7737712355713	5.058668538898138e-05	False
GCA_009669675.1_ASM966967v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010505866853889817	130.0	42114	2004	-17	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722920	KEEP: Assembly Modern	0	Asia	5.1239783664102325e-09	0.6887609475226573	8.800697224160793e-20	2004-01-01	2004.0	[2004.0, 2004.0]	[17.0, 17.0]	7.226228764428697	7042.740477159075	130.0	2004.0	5.058668538898147e-05	False
GCA_009669635.1_ASM966963v1_genomic	NA	NA	2.344999999999992e-07	grey	0.0010508028670052592	131.0	42113	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722919	KEEP: Assembly Modern	0	Asia	1.2159280912110267e-08	1.6344405154244412	2.161816162775716e-07	2003-01-01	2003.0	[2003.0, 2003.0]	[18.0, 18.0]	6.226228764428697	7041.740477159075	131.0	2003.0	5.0802867005258954e-05	False
GCA_009669825.1_ASM966982v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010505866853889817	132.0	42090	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722911	KEEP: Assembly Modern	0	Asia	6.653124908507108e-09	0.8943075649986212	8.800697224160793e-20	2001-01-01	2001.0	[2001.0, 2001.0]	[20.0, 20.0]	4.226228764428697	7039.740477159075	132.0	2001.0	5.058668538898147e-05	False
NODE133	NA	NA	2.3450000000000597e-07	black	0.0010497219643093032	148.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.564314207662477e-09	1.1512080549012802	2.1617935871815841e-07	1954-05-20	1954.3816248846133	[1953.9767939362653, 1967.185156143617]	[67.02320606373473, 53.81484385638305]	25.745362627813165	6993.122102043688	148.0	1954.3816248846133	4.9721964309303036e-05	False
GCA_009667885.1_ASM966788v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219643093032	133.0	42053	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722880	KEEP: Assembly Modern	0	Asia	7.439414770596697e-10	0.1	8.814361296526494e-20	1986-01-01	1986.0	[1986.0, 1986.0]	[35.0, 35.0]	31.618375115386698	7024.7404771590745	133.0	1986.0	4.9721964309303124e-05	False
GCA_009670865.1_ASM967086v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219643093032	134.0	42012	1971	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722853	KEEP: Assembly Modern	0	Asia	2.489941955191689e-09	0.33469594477146986	1.5710216676188656e-22	1971-01-01	1971.0	[1971.0, 1971.0]	[50.0, 50.0]	16.618375115386698	7009.7404771590745	134.0	1971.0	4.9721964309303036e-05	False
NODE137	NA	NA	2.344999999999992e-07	black	0.0010499381464351815	137.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1793606154236254e-08	1.5852868159534435	2.1618212587823404e-07	1972-01-01	1972.0001344191755	[1968.2710534388807, 1972.0]	[52.7289465611193, 49.0]	17.618509534562236	7010.7406115782505	137.5	1972.0001344191755	4.993814643518127e-05	False
GCA_009670725.1_ASM967072v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010499381464351815	137.0	42028	1974	-47	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722861	KEEP: Assembly Modern	0	Asia	7.099097275004003e-09	0.9542548028189323	8.783942677970758e-20	1974-01-01	1974.0	[1974.0, 1974.0]	[47.0, 47.0]	1.999865580824462	7012.740477159075	137.0	1974.0	4.993814643518136e-05	False
GCA_009670815.1_ASM967081v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010499381464351815	138.0	42014	1972	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722854	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	8.797918490274895e-20	1972-01-01	1972.0	[1972.0, 1972.0]	[49.0, 49.0]	-0.00013441917553791427	7010.740477159075	138.0	1972.0	4.993814643518136e-05	False
NODE138	NA	NA	2.344999999999992e-07	black	0.00104993814698546	140.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.179362478527702e-08	1.5852893203225826	2.1618267615688851e-07	1972-01-01	1972.0001344191755	[1968.2809366571585, 1972.0]	[52.71906334284154, 49.0]	17.618509534562236	7010.7406115782505	140.5	1972.0001344191755	4.9938146985459925e-05	False
GCA_009670705.1_ASM967070v1_genomic	NA	NA	2.33999999999971e-08	grey	0.00104993814698546	139.0	42027	1972	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722860	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	1.5763939068425917e-22	1972-01-01	1972.0	[1972.0, 1972.0]	[49.0, 49.0]	-0.00013441917553791427	7010.740477159075	139.0	1972.0	4.9938146985459925e-05	False
GCA_009669765.1_ASM966976v1_genomic	NA	NA	2.33999999999971e-08	grey	0.00104993814698546	140.0	42093	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722913	KEEP: Assembly Modern	0	Asia	3.0361387570192775e-09	0.4081152685583837	1.5763939068425917e-22	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	10.999865580824462	7021.740477159075	140.0	1983.0	4.9938146985459925e-05	False
GCA_009670005.1_ASM967000v1_genomic	NA	NA	2.344999999999992e-07	grey	0.001050154331650019	141.0	42079	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722902	KEEP: Assembly Modern	0	Asia	8.928321584007413e-09	1.2001376263218209	2.161846645589071e-07	1995-01-01	1995.0	[1995.0, 1995.0]	[26.0, 26.0]	22.999865580824462	7033.740477159075	141.0	1995.0	5.015433165001883e-05	False
GCA_009670465.1_ASM967046v1_genomic	NA	NA	2.33999999999971e-08	grey	0.00104993814698546	142.0	42045	1984	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722873	KEEP: Assembly Modern	0	Asia	2.7290927613866765e-09	0.3668423989710931	8.798294687114612e-20	1984-01-01	1984.0	[1984.0, 1984.0]	[37.0, 37.0]	11.999865580824462	7022.740477159075	142.0	1984.0	4.993814698546001e-05	False
GCA_009670325.1_ASM967032v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219643093032	135.0	42054	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722881	KEEP: Assembly Modern	0	Asia	7.439414770596697e-10	0.1	8.783408706634466e-20	1986-01-01	1986.0	[1986.0, 1986.0]	[35.0, 35.0]	31.618375115386698	7024.7404771590745	135.0	1986.0	4.9721964309303124e-05	False
GCA_009670355.1_ASM967035v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010497219643093032	136.0	42055	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722882	KEEP: Assembly Modern	0	Asia	7.439414770596697e-10	0.1	8.80027311523817e-20	1986-01-01	1986.0	[1986.0, 1986.0]	[35.0, 35.0]	31.618375115386698	7024.7404771590745	136.0	1986.0	4.9721964309303124e-05	False
NODE144	NA	NA	2.344999999999992e-07	black	0.0010499381456906287	144.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0169410364874172e-08	1.3669637570239292	2.1618138132550243e-07	1977-01-01	1977.0001344191755	[1969.80283392121, 1977.0]	[51.197166078789905, 44.0]	22.618509534562236	7015.7406115782505	144.5	1977.0001344191755	4.9938145690628536e-05	False
GCA_009670625.1_ASM967062v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010499381456906287	143.0	42037	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722866	KEEP: Assembly Modern	0	Asia	5.19700234312623e-09	0.69857677026783	8.787923151699182e-20	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	5.999865580824462	7021.740477159075	143.0	1983.0	4.9938145690628624e-05	False
GCA_009670775.1_ASM967077v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010499381456906287	144.0	42021	1977	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722858	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	8.787923151699182e-20	1977-01-01	1977.0	[1977.0, 1977.0]	[44.0, 44.0]	-0.00013441917553791427	7015.740477159075	144.0	1977.0	4.9938145690628624e-05	False
GCA_009670575.1_ASM967057v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010499381456906287	145.0	42038	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722867	KEEP: Assembly Modern	0	Asia	5.197002343126243e-09	0.6985767702678318	8.812106608492388e-20	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	5.999865580824462	7021.740477159075	145.0	1983.0	4.9938145690628624e-05	False
GCA_009670715.1_ASM967071v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010499381456906287	146.0	42022	1977	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722859	KEEP: Assembly Modern	0	Asia	7.439414768985528e-09	0.9999999997834281	8.812329648620116e-20	1977-01-01	1977.0	[1977.0, 1977.0]	[44.0, 44.0]	-0.00013441917553791427	7015.740477159075	146.0	1977.0	4.9938145690628624e-05	False
NODE147	NA	NA	2.344999999999992e-07	black	0.0010499381464351815	163.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2458496580438043e-08	1.6746608388711708	2.1618212587823404e-07	1966-08-28	1966.6569088526348	[1968.2959990577515, 1970.7529200633903]	[52.70400094224851, 50.24707993660968]	12.27528396802154	7005.397386011709	163.0	1966.6569088526348	4.993814643518127e-05	False
GCA_000323365.1_ASM32336v1_genomic	NA	NA	2.344999999999992e-07	grey	0.00105015433198626	147.0	42013	1971	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403002	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	9.140871966728779e-09	1.2287084735289753	2.1618555107857156e-07	1971-01-01	1971.0	[1971.0, 1971.0]	[50.0, 50.0]	4.343091147365158	7009.7404771590745	147.0	1971.0	5.015433198625984e-05	False
GCA_009670835.1_ASM967083v1_genomic	NA	NA	0.0	grey	0.0010499381464351815	148.0	42015	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722855	KEEP: Assembly Modern	0	Asia	4.989647345342763e-09	0.6707042824206663	8.797918490274895e-20	1976-01-01	1976.0	[1976.0, 1976.0]	[45.0, 45.0]	9.343091147365158	7014.7404771590745	148.0	1976.0	4.993814643518136e-05	False
GCA_009670545.1_ASM967054v1_genomic	NA	NA	0.0	grey	0.0010499381464351815	149.0	42040	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722869	KEEP: Assembly Modern	0	Asia	2.3600190284869852e-09	0.3172318120794459	8.797918490274895e-20	1983-01-01	1983.0	[1983.0, 1983.0]	[38.0, 38.0]	16.343091147365158	7021.7404771590745	149.0	1983.0	4.993814643518136e-05	False
GCA_009669565.1_ASM966956v1_genomic	NA	NA	0.0	grey	0.0010499381464351815	150.0	42118	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722923	KEEP: Assembly Modern	0	Asia	7.439414770596697e-10	0.1	8.797918490274895e-20	2005-01-01	2005.0	[2005.0, 2005.0]	[16.0, 16.0]	38.34309114736516	7043.7404771590745	150.0	2005.0	4.993814643518136e-05	False
GCA_009669925.1_ASM966992v1_genomic	NA	NA	0.0	grey	0.0010499381464351815	151.0	42083	1999	-22	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722905	KEEP: Assembly Modern	0	Asia	7.439414770596697e-10	0.1	8.797918490274895e-20	1999-01-01	1999.0	[1999.0, 1999.0]	[22.0, 22.0]	32.34309114736516	7037.7404771590745	151.0	1999.0	4.993814643518136e-05	False
GCA_009669875.1_ASM966987v1_genomic	NA	NA	0.0	grey	0.0010499381464351815	152.0	42086	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722908	KEEP: Assembly Modern	0	Asia	7.439414770596697e-10	0.1	8.797918490274895e-20	2001-01-01	2001.0	[2001.0, 2001.0]	[20.0, 20.0]	34.34309114736516	7039.7404771590745	152.0	2001.0	4.993814643518136e-05	False
