sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist	branch_length	branch_length_sub	node_type	branch_support	branch_support_conf_category	branch_support_conf_char	country_date_strain	province_date_strain	rate	rate_hpd	rate_sub	rate_sub_year	continuous_geo	continuous_geo_coord	continuous_geo_lat	continuous_geo_lon	height	height_hpd	timetree_num_date	timetree_num_date_confidence	branch_length_time	rate_sub_year_category
GCA_001294975.1_ASM129497v1_genomic	A-1804	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03861481	KEEP: Assembly Modern Kislichkina 2015 Keller 2019 Placement	0.0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE	1.536	432.0	222.0	93.0	2.3871	2.0	0.0215054	453.0	432.0	21.0	0.0463576	1.8775999999999998e-06	#5148fc	0.PE	POINT (72.14310491939636 42.4451869)	6.46924e-05	6.24628e-05	24.14622346950533	10.548231294665301	terminal	0.0	LOW		Kyrgyzstan 1980.0 A-1804	Talas Region 1980.0 A-1804	1.0291316743442699e-07	[1.1409635254059154e-08, 2.5055777611648314e-07]	1.0291316743442699e-07	0.43684807721533925	NA	['NA', 'NA']	NA	NA	39.03784042535746	[38.99999999999818, 39.00000000000182]	1980.0	[1980, 1980]	24.14622346950533	MED
GCA_001295045.1_ASM129504v1_genomic	C-290	1971.0	-50	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03839880	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	Asia	1971.0	50.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE	1.618	649.0	358.0	139.0	2.57554	9.0	0.06474819999999999	670.0	649.0	21.0	0.0313433	4.6939999999999995e-07	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.180720000000001e-05	7.957760000000003e-05	15.457311530127349	2.978647986208279	terminal	0.0	LOW		Armenia 1971.0 C-290	Shirak Province 1971.0 C-290	4.539685201866916e-08	[1.5512866048622932e-09, 1.243024107564211e-07]	4.539685201866916e-08	0.19270155617959125	NA	['NA', 'NA']	NA	NA	48.037840425357444	[47.99999999999818, 48.00000000000182]	1971.0	[1971, 1971]	15.457311530127349	LOW
GCA_001295145.1_ASM129514v1_genomic	A-1807	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03839879	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE	1.672	429.0	218.0	91.0	2.3956	10.0	0.10989000000000003	444.0	429.0	15.0	0.0337838	1.9034e-06	#5148fc	0.PE	POINT (72.14310491939636 42.4451869)	6.47182e-05	6.24886e-05	24.14622346950533	10.844001310696697	terminal	0.0	LOW		Kyrgyzstan 1980.0 A-1807	Talas Region 1980.0 A-1807	1.0579882933656184e-07	[1.4295486363542988e-08, 2.7827753484392717e-07]	1.0579882933656184e-07	0.4490971983420831	NA	['NA', 'NA']	NA	NA	39.03784042535746	[38.99999999999818, 39.00000000000182]	1980.0	[1980, 1980]	24.14622346950533	MED
GCA_001294805.1_ASM129480v1_genomic	I-3134	1984.0	-37	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN03839877	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	Asia	1984.0	37.0	0.0	46.18084675	100.67009765478292	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE	1.518	432.0	213.0	93.0	2.29032	15.0	0.16129000000000002	450.0	432.0	18.0	0.04	9.387999999999999e-07	#5148fc	0.PE	POINT (100.6700976547829 46.18084675)	5.95096e-05	5.7280000000000014e-05	14.569543021180301	4.568994541644259	terminal	0.0	LOW		Mongolia 1984.0 I-3134	Bayankhongor 1984.0 I-3134	7.387801627718828e-08	[7.599453476029818e-09, 1.7848400514404054e-07]	7.387801627718828e-08	0.31359902880976687	NA	['NA', 'NA']	NA	NA	35.03784042535747	[34.99999999999818, 35.00000000000182]	1984.0	[1984, 1984]	14.569543021180301	MED
GCA_001294815.1_ASM129481v1_genomic	C-590	1983.0	-38	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03839876	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	Asia	1983.0	38.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2,9	Microtus	Rodentia	SINGLE	1.5530000000000002	656.0	364.0	139.0	2.61871	10.0	0.0719424	664.0	656.0	8.0	0.012048200000000002	3.0512e-06	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.485840000000001e-05	8.262880000000001e-05	20.07727886934523	18.04569341762754	terminal	0.0	LOW		Armenia 1983.0 C-590	Shirak Province 1983.0 C-590	2.117430868087589e-07	[4.653626635875352e-08, 4.3968749001150963e-07]	2.117430868087589e-07	0.8988117132337295	NA	['NA', 'NA']	NA	NA	36.03784042535746	[35.99999999999727, 36.00000000000182]	1983.0	[1983, 1983]	20.07727886934523	HIGH
GCA_001294825.1_ASM129482v1_genomic	C-537	1984.0	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	Europe	1984.0	37.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE	1.845	580.0	321.0	131.0	2.45038	5.0	0.038167900000000005	585.0	580.0	5.0	0.00854701	2.3469999999999998e-07	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	7.316649999999999e-05	7.093690000000001e-05	14.403113016613048	2.2423719591363596	terminal	0.0	LOW		Russia 1984.0 C-537	Republic of Dagestan 1984.0 C-537	3.667683081664351e-08	[6.214880328962307e-10, 1.0532031843505492e-07]	3.667683081664351e-08	0.15568661834076636	NA	['NA', 'NA']	NA	NA	35.037840425357466	[34.99999999999818, 35.00000000000182]	1984.0	[1984, 1984]	14.403113016613048	LOW
GCA_003122795.1_Y.pestis_I-2422_genomic	I-2422	1974.0	-47	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08866751	KEEP: Assembly Modern Kislichkina 2015 Kutyrev 2018 Keller 2019	0.0	Asia	1974.0	47.0	0.0	48.5470083	89.8549358	Non-Human	IonTorrent	Newbler v. 2.6	Amphalius runatus	Siphonaptera	NA	1.514	389.0	197.0	93.0	2.11828	2.0	0.0215054	399.0	389.0	10.0	0.0250627	3.99e-06	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.321779999999999e-05	6.09882e-05	29.877435665691834	21.35865729441701	terminal	0.0	LOW		Mongolia 1974.0 I-2422	Bayan-Ölgii 1974.0 I-2422	1.684112673228816e-07	[3.00893275515243e-08, 3.603396094438158e-07]	1.684112673228816e-07	0.7148758525800489	NA	['NA', 'NA']	NA	NA	45.037840425357444	[44.99999999999818, 45.00000000000182]	1974.0	[1974, 1974]	29.877435665691834	HIGH
GCA_002981925.1_ASM298192v1_genomic	I-2236	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625967	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0.0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	NA	Illumina MiSeq	SPAdes v. 3.9	NA	NA	PAIRED	1.538	415.0	204.0	97.0	2.1030900000000003	9.0	0.0927835	439.0	415.0	24.0	0.0546697	7.041e-07	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.15332e-05	5.9303599999999986e-05	13.003516728684147	4.326014713340726	terminal	0.0	LOW		Mongolia 1972.0 I-2236	Bayan-Ölgii 1972.0 I-2236	7.837321957747024e-08	[5.200824913684225e-09, 1.9446032001186707e-07]	7.837321957747024e-08	0.3326803666732764	NA	['NA', 'NA']	NA	NA	47.037840425357444	[46.99999999999818, 47.00000000000182]	1972.0	[1972, 1972]	13.003516728684147	MED
GCA_002981895.1_ASM298189v1_genomic	I-2231	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625964	KEEP: Assembly Modern Kislichkina 2018b Keller 2019 Placement	0.0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	NA	Illumina MiSeq	SPAdes v. 3.9	NA	NA	PAIRED	1.511	422.0	203.0	105.0	1.93333	8.0	0.0761905	453.0	422.0	31.0	0.0684327	1.8775999999999998e-06	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.270669999999999e-05	6.047709999999999e-05	11.784560775952357	10.593804281002589	terminal	0.0	LOW		Mongolia 1972.0 I-2231	Bayan-Ölgii 1972.0 I-2231	2.1177713130647121e-07	[2.309153275004152e-08, 5.126342978592606e-07]	2.1177713130647121e-07	0.8989562260665978	NA	['NA', 'NA']	NA	NA	47.037840425357444	[46.99999999999818, 47.00000000000182]	1972.0	[1972, 1972]	11.784560775952357	HIGH
GCA_001295105.1_ASM129510v1_genomic	C-235	1968.0	-53	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861483	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	Asia	1968.0	53.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE	1.6	646.0	364.0	133.0	2.73684	7.0	0.0526316	655.0	646.0	9.0	0.0137405	9.317e-07	#5148fc	0.PE	POINT (46.70500981655712 40.6065534)	8.15918e-05	7.93622e-05	14.796367978283513	4.660076959177024	terminal	0.0	LOW		Azerbaijan 1968.0 C-235	Goranboy District 1968.0 C-235	7.419565650921021e-08	[6.5102274794771616e-09, 1.7668576145667983e-07]	7.419565650921021e-08	0.3149473550547387	NA	['NA', 'NA']	NA	NA	51.037840425357444	[50.99999999999727, 51.00000000000182]	1968.0	[1968, 1968]	14.796367978283513	MED
GCA_003074535.1_ASM307453v1_genomic	5M	1952.0	-69	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866745	KEEP: Assembly Modern Kutyrev 2018 Keller 2019 Placement	0.0	Asia	1952.0	69.0	0.0	42.06103415	78.17073232346421	Non-Human	IonTorrent	Newbler v. 2.6	Oropsylla silantiewi	Siphonaptera	NA	1.953	166.0	84.0	42.0	2.0	7.0	0.166667	186.0	166.0	20.0	0.107527	4.6939999999999995e-07	#238af5	0.ANT	POINT (78.17073232346421 42.06103415)	5.7929000000000014e-05	1.57128e-05	11.961689272011526	2.8778528975680673	terminal	0.0	LOW		Kyrgyzstan 1952.0 5M	Issyk-Kul Region 1952.0 5M	5.66782706834573e-08	[1.795747536118225e-09, 1.6137053890872332e-07]	5.66782706834573e-08	0.24058917031909458	NA	['NA', 'NA']	NA	NA	67.03784042535744	[66.99999999999909, 67.00000000000091]	1952.0	[1952, 1952]	11.961689272011526	LOW
GCA_003074595.1_ASM307459v1_genomic	262	1967.0	-54	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866640	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	Asia	1967.0	54.0	0.0	42.06103415	78.17073232346421	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	NA	1.791	161.0	84.0	43.0	1.95349	1.0	0.0232558	186.0	161.0	25.0	0.134409	2.3469999999999998e-07	#238af5	0.ANT	POINT (78.17073232346421 42.06103415)	5.7459600000000015e-05	1.5243399999999999e-05	19.494924737951962	2.0218557416471876	terminal	0.0	LOW		Kyrgyzstan 1967.0 262	Issyk-Kul Region 1967.0 262	2.443256817584599e-08	[1.1086087628077515e-09, 6.907098535825339e-08]	2.443256817584599e-08	0.10371190290933092	NA	['NA', 'NA']	NA	NA	52.03784042535746	[51.99999999999909, 52.00000000000091]	1967.0	[1967, 1967]	19.494924737951962	LOW
GCA_003074335.1_ASM307433v1_genomic	44	1966.0	-55	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Medievalis	2.MED	2.MED1	SAMN05225380	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1966.0	55.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.6	Nosopsyllus laeviceps	Siphonaptera	NA	1.641	216.0	120.0	47.0	2.5531900000000003	0.0	0.0	227.0	216.0	11.0	0.0484581	1.4082e-06	#c5e88a	2.MED	POINT (46.70500981655712 40.6065534)	7.353680000000002e-05	9.9279e-06	17.262998064899264	7.058577486095336	terminal	0.0	LOW		Azerbaijan 1966.0 44	Goranboy District 1966.0 44	9.632554640634651e-08	[1.6962125126234624e-08, 2.348581727519159e-07]	9.632554640634651e-08	0.4088847985476806	NA	['NA', 'NA']	NA	NA	53.03784042535746	[52.99999999999727, 53.00000000000182]	1966.0	[1966, 1966]	17.262998064899264	MED
GCA_003074255.1_ASM307425v1_genomic	1454	2012.0	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05225371	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4.0	Europe	2012.0	9.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Urocitellus undulatus	Rodentia	NA	2.333	164.0	80.0	41.0	1.95122	10.0	0.243902	184.0	164.0	20.0	0.108696	2.3500000000000002e-08	#68fcc1	4.ANT	POINT (86.8572186 50.7114101)	6.03374e-05	5.2014e-06	9.272432708879103	1.2611663349558648	terminal	0.0	LOW		Russia 2012.0 1454	Altai Republic 2012.0 1454	3.204196897474824e-08	[4.413077404963588e-10, 1.0507383645320951e-07]	3.204196897474824e-08	0.13601245482732877	NA	['NA', 'NA']	NA	NA	7.037840425357489	[6.999999999998181, 7.000000000001819]	2012.0	[2012, 2012]	9.272432708879103	LOW
GCA_003074175.1_ASM307417v1_genomic	I-3086	1983.0	-38	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN05219216	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	Asia	1983.0	38.0	0.0	46.18084675	100.67009765478292	Non-Human	IonTorrent	Newbler v. 2.6	Lasiopodomys brandtii	Rodentia	NA	1.5219999999999998	417.0	211.0	88.0	2.39773	4.0	0.0454545	430.0	417.0	13.0	0.030232599999999995	9.387999999999999e-07	#5148fc	0.PE	POINT (100.6700976547829 46.18084675)	5.95096e-05	5.7280000000000014e-05	13.569543021180309	4.651382678108263	terminal	0.0	LOW		Mongolia 1983.0 I-3086	Bayankhongor 1983.0 I-3086	8.075275827318354e-08	[5.199085907461969e-09, 1.9938600071276293e-07]	8.075275827318354e-08	0.34278108487869147	NA	['NA', 'NA']	NA	NA	36.037840425357466	[35.99999999999818, 36.00000000000182]	1983.0	[1983, 1983]	13.569543021180309	MED
GCA_002993145.1_ASM299314v1_genomic	1393G	1979.0	-42	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN08634710	KEEP: Assembly Modern	0.0	Asia	1979.0	42.0	0.0	41.52653525	43.2469570403887	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	NA	1.622	646.0	356.0	141.0	2.52482	7.0	0.0496454	668.0	646.0	22.0	0.0329341	2.3500000000000002e-08	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.180720000000001e-05	7.957760000000003e-05	18.340181816917536	1.7905190616870479	terminal	0.0	LOW		Georgia 1979.0 1393G	Samtskhe-Javakheti 1979.0 1393G	2.2999364100321123e-08	[4.2269748542960423e-10, 7.286877856872463e-08]	2.2999364100321123e-08	0.09762820671905331	NA	['NA', 'NA']	NA	NA	40.03784042535745	[39.99999999999727, 40.00000000000182]	1979.0	[1979, 1979]	18.340181816917536	LOW
GCA_003074435.1_ASM307443v1_genomic	KM874	1984.0	-37	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05240958	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	Asia	1984.0	37.0	0.0	39.3281408	46.1530296	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	NA	1.601	643.0	363.0	131.0	2.7709900000000003	4.0	0.0305344	649.0	643.0	6.0	0.00924499	1.4082e-06	#5148fc	0.PE	POINT (46.1530296 39.3281408)	8.17837e-05	7.95541e-05	21.59500329421344	6.703093105388852	terminal	0.0	LOW		Armenia 1984.0 KM874	Syunik Province 1984.0 KM874	7.31244299679148e-08	[1.4383316234066805e-08, 1.4265032641695047e-07]	7.31244299679148e-08	0.31040018906526406	NA	['NA', 'NA']	NA	NA	35.037840425357466	[34.99999999999818, 35.00000000000182]	1984.0	[1984, 1984]	21.59500329421344	MED
GCA_003074415.1_ASM307441v1_genomic	3551	1979.0	-42	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica	0.PE	0.PE2	SAMN05225437	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	Asia	1979.0	42.0	0.0	40.3030726	45.375739	Non-Human	IonTorrent	Newbler v. 2.6	Ctenophthalmus teres	Siphonaptera	NA	1.618	653.0	361.0	136.0	2.65441	8.0	0.0588235	661.0	653.0	8.0	0.0121029	1.8775999999999998e-06	#5148fc	0.PE	POINT (45.375739 40.3030726)	8.269899999999999e-05	8.046939999999999e-05	7.412542048157178	8.967799446862823	terminal	0.0	LOW		Armenia 1979.0 3551	Gegharkunik Province 1979.0 3551	2.850094327808377e-07	[4.137024284914846e-08, 6.777474283258808e-07]	2.850094327808377e-07	1.209814310475621	NA	['NA', 'NA']	NA	NA	40.03784042535746	[39.99999999999818, 40.00000000000182]	1979.0	[1979, 1979]	7.412542048157178	HIGH
GCA_003074395.1_ASM307439v1_genomic	3544	1979.0	-42	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN05225434	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	Asia	1979.0	42.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	NA	1.648	638.0	358.0	133.0	2.69173	2.0	0.0150376	647.0	638.0	9.0	0.013910399999999998	2.3500000000000002e-08	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.08449e-05	7.86153e-05	7.412542048157178	0.6332987411738503	terminal	0.0	LOW		Armenia 1979.0 3544	Shirak Province 1979.0 3544	2.0127135544486333e-08	[3.4152950967350504e-10, 5.9524995880006074e-08]	2.0127135544486333e-08	0.08543610775621757	NA	['NA', 'NA']	NA	NA	40.03784042535746	[39.99999999999818, 40.00000000000182]	1979.0	[1979, 1979]	7.412542048157178	LOW
GCA_003074375.1_ASM307437v1_genomic	261	1955.0	-66	Azerbaijan	Baku	40.3936294	47.787250799999995	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN05225432	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1955.0	66.0	0.0	40.3754434	49.8326748	Non-Human	IonTorrent	Newbler v. 2.6	Meriones libycus erythrourus	Rodentia	NA	1.736	223.0	122.0	47.0	2.59574	3.0	0.0638298	245.0	223.0	22.0	0.0897959	7.041e-07	#c5e88a	2.MED	POINT (49.8326748 40.3754434)	7.283270000000002e-05	9.2238e-06	10.790194506156922	4.82467811555576	terminal	0.0	LOW		Azerbaijan 1955.0 261	Baku 1955.0 261	1.0533667055676821e-07	[3.210968051615343e-09, 2.97914361180312e-07]	1.0533667055676821e-07	0.44713541658612194	NA	['NA', 'NA']	NA	NA	64.03784042535746	[63.99999999999727, 64.00000000000182]	1955.0	[1955, 1955]	10.790194506156922	MED
GCA_003074355.1_ASM307435v1_genomic	1240	1967.0	-54	Azerbaijan	Fizuli District	40.3936294	47.787250799999995	39.58356755	47.3806998083944	Medievalis	2.MED	2.MED1	SAMN05225431	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1967.0	54.0	0.0	39.58356755	47.3806998083944	Non-Human	IonTorrent	Newbler v. 2.6	Meriones libycus erythrourus	Rodentia	NA	1.707	223.0	120.0	51.0	2.3529400000000003	1.0	0.0196078	238.0	223.0	15.0	0.06302519999999999	2.3469999999999998e-07	#c5e88a	2.MED	POINT (47.3806998083944 39.58356755)	7.233980000000003e-05	8.730899999999996e-06	18.26299806489927	1.7077331633891155	terminal	0.0	LOW		Azerbaijan 1967.0 1240	Fizuli District 1967.0 1240	2.2028679062496128e-08	[1.0891494117307087e-09, 5.636054304325843e-08]	2.2028679062496128e-08	0.09350782151542293	NA	['NA', 'NA']	NA	NA	52.03784042535745	[51.99999999999727, 52.00000000000182]	1967.0	[1967, 1967]	18.26299806489927	LOW
GCA_003074315.1_ASM307431v1_genomic	I-3223	1987.0	-34	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN05225379	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4.0	Europe	1987.0	34.0	0.0	51.401714899999995	93.8582593	Non-Human	IonTorrent	Newbler v. 2.6	Citellophilus tesquorum	Siphonaptera	NA	1.719	146.0	77.0	37.0	2.08108	1.0	0.027027	170.0	146.0	24.0	0.141176	4.6939999999999995e-07	#68fcc1	4.ANT	POINT (93.8582593 51.4017149)	5.84218e-05	3.2858e-06	9.42508239865861	2.2684213809828706	terminal	0.0	LOW		Russia 1987.0 I-3223	Tuva Republic 1987.0 I-3223	5.669948221125021e-08	[2.8271780969201758e-09, 1.5191938464830294e-07]	5.669948221125021e-08	0.24067920947892352	NA	['NA', 'NA']	NA	NA	32.03784042535746	[31.99999999999818, 32.00000000000182]	1987.0	[1987, 1987]	9.42508239865861	LOW
GCA_003074295.1_ASM307429v1_genomic	244	1967.0	-54	Kazakhstan	Kyzylorda Region	47.2286086	65.20931970000001	45.20588529999999	63.9155202	Medievalis	2.MED	2.MED1	SAMN05225376	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1967.0	54.0	0.0	45.20588529999999	63.9155202	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA	1.6780000000000002	214.0	115.0	50.0	2.3	1.0	0.02	243.0	214.0	29.0	0.119342	2.3500000000000002e-08	#c5e88a	2.MED	POINT (63.9155202 45.20588529999999)	7.255100000000003e-05	8.9421e-06	3.0404265529329564	0.45421708472994976	terminal	0.0	LOW		Kazakhstan 1967.0 244	Kyzylorda Region 1967.0 244	3.5194067719938435e-08	[3.612975151170232e-10, 1.136267428762166e-07]	3.5194067719938435e-08	0.1493925529270845	NA	['NA', 'NA']	NA	NA	52.03784042535745	[51.99999999999818, 52.00000000000182]	1967.0	[1967, 1967]	3.0404265529329564	LOW
GCA_003074215.1_ASM307421v1_genomic	349	2015.0	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05219223	KEEP: Assembly Modern	4.0	Europe	2015.0	6.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Oropsylla silantiewi	Siphonaptera	NA	2.065	164.0	84.0	40.0	2.1	9.0	0.225	183.0	164.0	19.0	0.103825	2.3500000000000002e-08	#68fcc1	4.ANT	POINT (86.8572186 50.7114101)	6.03374e-05	5.2014e-06	8.419878863049437	0.9512371816166859	terminal	0.0	LOW		Russia 2015.0 349	Altai Republic 2015.0 349	2.6614817384908545e-08	[4.044846682647867e-10, 8.39476506435562e-08]	2.6614817384908545e-08	0.11297516236144226	NA	['NA', 'NA']	NA	NA	4.037840425357516	[3.999999999998181, 4.000000000001819]	2015.0	[2015, 2015]	8.419878863049437	LOW
GCA_003074195.1_ASM307419v1_genomic	337	2015.0	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05219221	KEEP: Assembly Modern	4.0	Europe	2015.0	6.0	0.0	50.7114101	86.8572186	NA	IonTorrent	Newbler v. 2.6	NA	NA	NA	1.761	151.0	80.0	40.0	2.0	0.0	0.0	178.0	151.0	27.0	0.151685	2.3500000000000002e-08	#68fcc1	4.ANT	POINT (86.8572186 50.7114101)	6.0360899999999986e-05	5.2249e-06	10.394937096166425	1.275191743015606	terminal	0.0	LOW		Russia 2015.0 337	Altai Republic 2015.0 337	2.8899753793552142e-08	[3.755249776127836e-10, 9.13455303385457e-08]	2.8899753793552142e-08	0.12267431069745359	NA	['NA', 'NA']	NA	NA	4.037840425357514	[3.999999999998181, 4.000000000001819]	2015.0	[2015, 2015]	10.394937096166425	LOW
GCA_003074155.1_ASM307415v1_genomic	338	2015.0	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05219204	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4.0	Europe	2015.0	6.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	NA	1.831	155.0	82.0	38.0	2.15789	1.0	0.0263158	170.0	155.0	15.0	0.0882353	2.3500000000000002e-08	#68fcc1	4.ANT	POINT (86.8572186 50.7114101)	6.03374e-05	5.2014e-06	8.41987886304943	1.0104536252597955	terminal	0.0	LOW		Russia 2015.0 338	Altai Republic 2015.0 338	2.8271643741366294e-08	[3.984576177087943e-10, 9.290783996985301e-08]	2.8271643741366294e-08	0.12000809532951395	NA	['NA', 'NA']	NA	NA	4.0378404253575235	[3.999999999998181, 4.000000000001819]	2015.0	[2015, 2015]	8.41987886304943	LOW
GCA_003085995.1_ASM308599v1_genomic	1906	2014.0	-7	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN05162893	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Europe	2014.0	7.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	NA	1.6880000000000002	219.0	122.0	51.0	2.39216	0.0	0.0	243.0	219.0	24.0	0.0987654	1.1734999999999999e-06	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.414720000000009e-05	1.0538299999999999e-05	11.632038532809238	4.966807134307076	terminal	0.0	LOW		Russia 2014.0 1906	Republic of Kalmykia 2014.0 1906	1.005916612730065e-07	[1.6022620856420976e-08, 2.140404130543212e-07]	1.005916612730065e-07	0.426993696788206	NA	['NA', 'NA']	NA	NA	5.037840425357535	[4.9999999999972715, 5.0000000000027285]	2014.0	[2014, 2014]	11.632038532809238	MED
