sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	ZE94-2122	1994.0	-27	Zimbabwe	Midlands	-18.4554963	29.746841399999997	-19.2785043	29.879085200000002	Orientalis	1.ORI	1.ORI1	SAMN02999506	KEEP: Assembly Modern	1	Africa	1994.0	27.0	0.0	-19.2785043	29.879085200000002	Human	Illumina MiSeq	Trimmomatic v. 0.32	Homo sapiens	Human	#ff0000	1.ORI	POINT (29.8790852 -19.2785043)	7.706209999999998e-05	?	1.0274999999999999e-05
GCA_003797205.1_ASM379720v1_genomic	FDAARGOS_605	1969.0	-52	Bolivia	La Paz	-17.056869600000002	-64.9912286	-16.4955455	-68.1336229	Orientalis	1.ORI	1.ORI1	SAMN10228585	KEEP: Assembly Modern	1	South America	1969.0	52.0	0.0	-16.4955455	-68.1336229	?	PacBio	Canu v. 1.7	UCC Isolate	?	#ff0000	1.ORI	POINT (-68.13362290000001 -16.4955455)	7.067409999999999e-05	?	3.887e-06
GCA_003798085.1_ASM379808v1_genomic	FDAARGOS_604	1957.0	-64	Indonesia	Central Java	-2.4833826	117.89028529999999	-7.303241199999999	110.0044145	Orientalis	1.ORI	1.ORI1	SAMN10228584	KEEP: Assembly Modern	1	Asia	1957.0	64.0	0.0	-7.303241199999999	110.0044145	Non-Human	PacBio	SMRT v. 2.3.0, HGAP v. 3.0	Rattus rattus diardi	Rodentia	#ff0000	1.ORI	POINT (110.0044145 -7.303241199999999)	7.06506e-05	?	3.8635e-06
GCA_003798225.1_ASM379822v1_genomic	FDAARGOS_601	1954.0	-67	Democratic Republic of the Congo	?	-2.9814344	23.82226360000001	?	?	Antiqua	1.ANT	1.ANT1	SAMN10228581	KEEP: Assembly Modern	1	Africa	1954.0	67.0	0.0	-2.9814344	23.82226360000001	?	Illumina HiSeq 4000	?	UCC strain	?	#ff8a48	1.ANT	POINT (23.82226360000001 -2.9814344)	7.92608e-05	?	1.1742799999999999e-05
GCA_900460465.1_57940_B01_genomic	NCTC5923	1939.0	-82	Indonesia	Central Java	-2.4833826	117.89028529999999	-7.303241199999999	110.0044145	Orientalis	1.ORI	1.ORI1	SAMEA104281628	KEEP: Assembly Modern	1	Asia	1939.0	82.0	0.0	-7.303241199999999	110.0044145	?	PacBio RS	?	Vaccine	?	#ff0000	1.ORI	POINT (110.0044145 -7.303241199999999)	6.850689999999999e-05	?	1.7198e-06
GCA_001487065.1_Yersinia_pestis_genomic	Algeria3	[2000:2016]	[-21:-5]	Algeria	MSila	28.000027199999998	2.9999825	35.1300205	4.200310671358427	Orientalis	1.ORI	1.ORI1	SAMEA3673143	KEEP: Assembly Modern Correct biovar (1.ORI) according to publication	1	Africa	2008.0	13.0	8.0	35.1300205	4.200310671358427	Non-Human	?	?	Soil	?	#ff0000	1.ORI	POINT (4.200310671358427 35.1300205)	8.83506e-05	?	2.15635e-05
GCA_004023595.1_ASM402359v1_genomic	2514	2005.0	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN06209181	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 1.06	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (85.46334640000001 42.4804953)	7.264969999999997e-05	?	9.257799999999996e-06
GCA_004023585.1_ASM402358v1_genomic	2513	2005.0	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN06209180	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 1.06	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (85.46334640000001 42.4804953)	7.264969999999997e-05	?	9.257799999999996e-06
GCA_002188775.1_ASM218877v1_genomic	I-3519	2007.0	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521434	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2007.0	14.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	8.638709999999999e-05	?	8.41566e-05
GCA_002188725.1_ASM218872v1_genomic	I-3518	2007.0	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521433	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2007.0	14.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	9.129789999999999e-05	?	8.90674e-05
GCA_002188765.1_ASM218876v1_genomic	I-3517	2007.0	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521432	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2007.0	14.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	0.0001052181	?	0.00010298760000000001
GCA_002188685.1_ASM218868v1_genomic	I-3516	2007.0	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521431	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2007.0	14.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	8.303479999999999e-05	?	8.08043e-05
GCA_002173795.1_ASM217379v1_genomic	I-3515	2007.0	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521430	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2007.0	14.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	7.907779999999999e-05	?	7.68473e-05
GCA_001972475.1_ASM197247v1_genomic	I-3447	2001.0	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521429	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2001.0	20.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	9.911149999999999e-05	?	9.6881e-05
GCA_002173805.1_ASM217380v1_genomic	I-3446	2001.0	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521428	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2001.0	20.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	0.00011776379999999999	?	0.0001155333
GCA_001972515.1_ASM197251v1_genomic	I-3443	2001.0	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521427	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2001.0	20.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	9.15226e-05	?	8.92921e-05
GCA_002173815.1_ASM217381v1_genomic	I-3442	2001.0	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521426	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	Europe	2001.0	20.0	0.0	50.7114101	86.8572186	?	Illumina MiSeq	SPAdes v. 3.8.1	?	?	#5148fc	0.PE	POINT (86.8572186 50.7114101)	8.98715e-05	?	8.764100000000001e-05
GCA_001972405.1_ASM197240v1_genomic	C-700	1995.0	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521423	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1995.0	26.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.8.1	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	0.0001207983	?	0.00011856780000000001
GCA_001972385.1_ASM197238v1_genomic	C-678	1988.0	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521422	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1988.0	33.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.8.1	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	0.00015057009999999997	?	0.00014833959999999998
GCA_001972395.1_ASM197239v1_genomic	C-535	1984.0	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521421	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1984.0	37.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.8.1	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	0.00012244479999999998	?	0.00012021429999999999
GCA_001972465.1_ASM197246v1_genomic	C-370	1978.0	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1978.0	43.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.8.1	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	0.00011957769999999999	?	0.0001173472
GCA_002127355.1_ASM212735v1_genomic	C-712	1996.0	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1996.0	25.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.9.0	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	8.297349999999999e-05	?	8.074299999999998e-05
GCA_002127375.1_ASM212737v1_genomic	C-739	1998.0	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1998.0	23.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.9.0	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	7.66053e-05	?	7.437479999999999e-05
GCA_002165475.1_ASM216547v1_genomic	C-824	2010.0	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04992971	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	2010.0	11.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.9.0	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	0.0001085056	?	0.00010627509999999999
GCA_002127365.1_ASM212736v1_genomic	C-746	1997.0	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1997.0	24.0	0.0	43.0883099	47.14988017944229	Non-Human	Illumina MiSeq	SPAdes v. 3.9.0	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	9.666619999999999e-05	?	9.443569999999998e-05
GCA_001295055.1_ASM129505v1_genomic	C-666	1989.0	-32	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861513	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1989.0	32.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (46.70500981655712 40.6065534)	8.37272e-05	?	8.149669999999999e-05
GCA_001294915.1_ASM129491v1_genomic	C-346	1976.0	-45	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03861512	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1976.0	45.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.330329999999999e-05	?	8.107279999999999e-05
GCA_001295025.1_ASM129502v1_genomic	I-2239	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN03861510	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.271019999999999e-05	?	6.047970000000001e-05
GCA_001294905.1_ASM129490v1_genomic	C-291	1971.0	-50	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861503	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1971.0	50.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (46.70500981655712 40.6065534)	8.257289999999999e-05	?	8.034239999999998e-05
GCA_001294985.1_ASM129498v1_genomic	C-359	1978.0	-43	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861500	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1978.0	43.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (46.70500981655712 40.6065534)	8.30205e-05	?	8.078999999999999e-05
GCA_001295115.1_ASM129511v1_genomic	A-513	1961.0	-60	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN03861486	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Europe	1961.0	60.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (86.8572186 50.7114101)	6.0955099999999995e-05	?	5.8724600000000004e-05
GCA_001295065.1_ASM129506v1_genomic	C-267	1969.0	-52	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861484	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1969.0	52.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (46.70500981655712 40.6065534)	8.304409999999999e-05	?	8.081359999999999e-05
GCA_001295185.1_ASM129518v1_genomic	C-197	1967.0	-54	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861482	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1967.0	54.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (46.70500981655712 40.6065534)	8.329589999999999e-05	?	8.106539999999998e-05
GCA_001294975.1_ASM129497v1_genomic	A-1804	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03861481	KEEP: Assembly Modern Kislichkina 2015 Keller 2019 Placement	0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (72.14310491939636 42.4451869)	6.60022e-05	?	6.37717e-05
GCA_001294965.1_ASM129496v1_genomic	I-3455	2002.0	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN03839881	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Europe	2002.0	19.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (86.8572186 50.7114101)	5.923249999999999e-05	?	5.7002e-05
GCA_001295045.1_ASM129504v1_genomic	C-290	1971.0	-50	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03839880	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1971.0	50.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.32797e-05	?	8.104919999999999e-05
GCA_001295145.1_ASM129514v1_genomic	A-1807	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03839879	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (72.14310491939636 42.4451869)	6.55567e-05	?	6.332620000000001e-05
GCA_001294885.1_ASM129488v1_genomic	5307-Gis	1979.0	-42	Tajikistan	Sughd Province	38.62817329999999	70.8156541	39.35486020000001	68.8268012	Hissarica	0.PE	0.PE4h	SAMN03839878	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1979.0	42.0	0.0	39.35486020000001	68.8268012	Non-Human	IonTorrent	Newbler v. 2,9	Microtus	Rodentia	#5148fc	0.PE	POINT (68.82680120000001 39.35486020000001)	7.25544e-05	?	7.03239e-05
GCA_001294805.1_ASM129480v1_genomic	I-3134	1984.0	-37	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN03839877	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1984.0	37.0	0.0	46.18084675	100.67009765478292	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (100.6700976547829 46.18084675)	6.1031599999999993e-05	?	5.88011e-05
GCA_001294815.1_ASM129481v1_genomic	C-590	1983.0	-38	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03839876	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1983.0	38.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2,9	Microtus	Rodentia	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.636559999999999e-05	?	8.413509999999999e-05
GCA_001294825.1_ASM129482v1_genomic	C-537	1984.0	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Europe	1984.0	37.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	7.44145e-05	?	7.2184e-05
GCA_000950945.1_ASM95094v1_genomic	I-3189	1986.0	-35	Mongolia	Ömnögovi	46.825038799999994	103.8499736	43.282363000000004	104.11338640000001	Ulegeica	0.PE	0.PE5	SAMN03256423	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1986.0	35.0	0.0	43.282363000000004	104.11338640000001	Non-Human	454	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (104.1133864 43.282363)	7.613739999999998e-05	?	7.39069e-05
GCA_003122795.1_Y.pestis_I-2422_genomic	I-2422	1974.0	-47	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08866751	KEEP: Assembly Modern Kislichkina 2015 Kutyrev 2018 Keller 2019	0	Asia	1974.0	47.0	0.0	48.5470083	89.8549358	Non-Human	IonTorrent	Newbler v. 2.6	Amphalius runatus	Siphonaptera	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.46573e-05	?	6.24268e-05
GCA_002981995.1_ASM298199v1_genomic	I-2457	1973.0	-48	Mongolia	Ömnögovi	46.825038799999994	103.8499736	43.282363000000004	104.11338640000001	Ulegeica	0.PE	0.PE5	SAMN08625969	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	Asia	1973.0	48.0	0.0	43.282363000000004	104.11338640000001	?	Illumina MiSeq	SPAdes v. 3.9	?	?	#5148fc	0.PE	POINT (104.1133864 43.282363)	6.789259999999998e-05	?	6.56621e-05
GCA_002981925.1_ASM298192v1_genomic	I-2236	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625967	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	?	Illumina MiSeq	SPAdes v. 3.9	?	?	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.275739999999998e-05	?	6.0526900000000005e-05
GCA_002981915.1_ASM298191v1_genomic	I-3190	1986.0	-35	Mongolia	Ömnögovi	46.825038799999994	103.8499736	43.282363000000004	104.11338640000001	Ulegeica	0.PE	0.PE5	SAMN08625966	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	Asia	1986.0	35.0	0.0	43.282363000000004	104.11338640000001	?	Illumina MiSeq	SPAdes v. 3.9	?	?	#5148fc	0.PE	POINT (104.1133864 43.282363)	6.671469999999998e-05	?	6.44842e-05
GCA_002981955.1_ASM298195v1_genomic	I-2238	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625965	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	?	Illumina MiSeq	SPAdes v. 3.9	?	?	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	7.218009999999998e-05	?	6.99496e-05
GCA_002981895.1_ASM298189v1_genomic	I-2231	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625964	KEEP: Assembly Modern Kislichkina 2018b Keller 2019 Placement	0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	?	Illumina MiSeq	SPAdes v. 3.9	?	?	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.391159999999999e-05	?	6.16811e-05
GCA_001295105.1_ASM129510v1_genomic	C-235	1968.0	-53	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861483	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1968.0	53.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	#5148fc	0.PE	POINT (46.70500981655712 40.6065534)	8.306769999999999e-05	?	8.083719999999999e-05
GCA_003074535.1_ASM307453v1_genomic	5M	1952.0	-69	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866745	KEEP: Assembly Modern Kutyrev 2018 Keller 2019 Placement	0	Asia	1952.0	69.0	0.0	42.06103415	78.17073232346421	Non-Human	IonTorrent	Newbler v. 2.6	Oropsylla silantiewi	Siphonaptera	#238af5	0.ANT	POINT (78.17073232346421 42.06103415)	5.86571e-05	?	1.6029e-05
GCA_003074595.1_ASM307459v1_genomic	262	1967.0	-54	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866640	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1967.0	54.0	0.0	42.06103415	78.17073232346421	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (78.17073232346421 42.06103415)	5.81624e-05	?	1.55343e-05
GCA_003074335.1_ASM307433v1_genomic	44	1966.0	-55	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Medievalis	2.MED	2.MED1	SAMN05225380	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1966.0	55.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.6	Nosopsyllus laeviceps	Siphonaptera	#c5e88a	2.MED	POINT (46.70500981655712 40.6065534)	7.476979999999996e-05	?	1.1377899999999998e-05
GCA_003074255.1_ASM307425v1_genomic	1454	2012.0	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05225371	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4	Europe	2012.0	9.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Urocitellus undulatus	Rodentia	#68fcc1	4.ANT	POINT (86.8572186 50.7114101)	6.125669999999999e-05	?	5.1907999999999995e-06
GCA_003074175.1_ASM307417v1_genomic	I-3086	1983.0	-38	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN05219216	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1983.0	38.0	0.0	46.18084675	100.67009765478292	Non-Human	IonTorrent	Newbler v. 2.6	Lasiopodomys brandtii	Rodentia	#5148fc	0.PE	POINT (100.6700976547829 46.18084675)	6.1031599999999993e-05	?	5.88011e-05
GCA_002993145.1_ASM299314v1_genomic	1393G	1979.0	-42	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN08634710	KEEP: Assembly Modern	0	Asia	1979.0	42.0	0.0	41.52653525	43.2469570403887	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.330329999999999e-05	?	8.107279999999999e-05
GCA_002005285.1_ASM200528v1_genomic	195/P	[1898:1950]	[-123:-71]	India	Maharashtra	22.3511148	78.6677428	18.906835600000004	75.6741579	Antiqua	2.ANT	2.ANT1	SAMN06161235	KEEP: Assembly Modern Placement	2	Asia	1924.0	97.0	26.0	18.906835600000004	75.6741579	Human	Illumina MiSeq	?	Homo sapiens	Human	#97fca7	2.ANT	POINT (75.6741579 18.9068356)	6.957689999999998e-05	?	8.069500000000001e-06
