#name, A, B, C, D, E, F, G, H, I, J, K, L
NODE_0000125, 0.9999999909511608, 1.5783669981373961e-09, 1.5758825944692621e-09, 4.90772384268492e-10, 4.76207655490238e-10, 4.689794965008537e-10, 5.115457796087889e-10, 9.212333742996039e-10, 6.367353030339597e-10, 6.713113175429991e-10, 8.589022023755586e-10, 8.589022023050762e-10
GCA_009669935.1_ASM966993v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000126, 0.9999999909601937, 1.576486701877923e-09, 1.5740173936556944e-09, 4.903792214207453e-10, 4.758261056357159e-10, 4.686048209369371e-10, 5.111401474422797e-10, 9.203148518608858e-10, 6.361765031279563e-10, 6.707260308818757e-10, 8.580673321214761e-10, 8.580673320510423e-10
GCA_009669625.1_ASM966962v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670045.1_ASM967004v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000127, 0.9999999909511608, 1.5783669981373961e-09, 1.5758825944692621e-09, 4.90772384268492e-10, 4.76207655490238e-10, 4.689794965008537e-10, 5.115457796087889e-10, 9.212333742996039e-10, 6.367353030339597e-10, 6.713113175429991e-10, 8.589022023755586e-10, 8.589022023050762e-10
GCA_009669635.1_ASM966963v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000128, 0.9999999909601937, 1.576486701877923e-09, 1.5740173936556944e-09, 4.903792214207453e-10, 4.758261056357159e-10, 4.686048209369371e-10, 5.111401474422797e-10, 9.203148518608858e-10, 6.361765031279563e-10, 6.707260308818757e-10, 8.580673321214761e-10, 8.580673320510423e-10
GCA_009669675.1_ASM966967v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009669825.1_ASM966982v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000129, 0.9999999909511516, 1.5783692386480656e-09, 1.5758848025361804e-09, 4.907727004138027e-10, 4.762079622479472e-10, 4.689797968775759e-10, 5.115461023869774e-10, 9.212342907867007e-10, 6.367357944123106e-10, 6.713118288840501e-10, 8.589030146904987e-10, 8.589030146200158e-10
GCA_009670355.1_ASM967035v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000130, 0.9999999909511517, 1.5783692359811344e-09, 1.5758847999198431e-09, 4.907727001587612e-10, 4.762079620006355e-10, 4.689797966360788e-10, 5.115461021293762e-10, 9.212342898732087e-10, 6.367357939799425e-10, 6.713118284369745e-10, 8.589030139007187e-10, 8.58903013830236e-10
GCA_009670865.1_ASM967086v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000131, 0.9999999909421188, 1.580249529070637e-09, 1.5777499977206265e-09, 4.911658615732161e-10, 4.765895105580471e-10, 4.693544709166471e-10, 5.119517329079483e-10, 9.221528107363966e-10, 6.372945924805577e-10, 6.718971135971819e-10, 8.597378825652761e-10, 8.597378824947465e-10
NODE_0000132, 0.9999999909511607, 1.578366995479062e-09, 1.575882591866474e-09, 4.90772384013878e-10, 4.762076552433368e-10, 4.689794962597554e-10, 5.115457793516103e-10, 9.212333733879552e-10, 6.367353026023666e-10, 6.713113170967206e-10, 8.58902201587336e-10, 8.589022015168535e-10
GCA_009667885.1_ASM966788v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000133, 0.9999999909601938, 1.5764867018747672e-09, 1.5740173936526247e-09, 4.90379221420539e-10, 4.758261056355161e-10, 4.686048209367424e-10, 5.111401474420736e-10, 9.20314851859978e-10, 6.361765031275761e-10, 6.707260308814851e-10, 8.580673321207103e-10, 8.580673320502763e-10
GCA_009670725.1_ASM967072v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670815.1_ASM967081v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000134, 0.9999999909511424, 1.578371479150428e-09, 1.5758870105847387e-09, 4.907730165579391e-10, 4.762082690045981e-10, 4.689800972532557e-10, 5.115464251640465e-10, 9.212352072721755e-10, 6.367362857893986e-10, 6.713123402237628e-10, 8.58903827003848e-10, 8.589038269333656e-10
GCA_009670325.1_ASM967032v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000135, 0.9999999909421, 1.5802540180732039e-09, 1.5777544216590765e-09, 4.911664946224515e-10, 4.765901248096267e-10, 4.693550723888732e-10, 5.119523792309674e-10, 9.221546464456951e-10, 6.37295576528434e-10, 6.718981376141439e-10, 8.597395095586333e-10, 8.597395094881005e-10
NODE_0000136, 0.9999999909421186, 1.580249534399376e-09, 1.5777500029380521e-09, 4.911658620823326e-10, 4.765895110518136e-10, 4.693544713987966e-10, 5.119517334222399e-10, 9.221528125626734e-10, 6.372945933444159e-10, 6.718971144903898e-10, 8.59737884144017e-10, 8.597378840734857e-10
NODE_0000137, 0.9999999909601843, 1.5764889397134483e-09, 1.5740195990982106e-09, 4.903795373116332e-10, 4.758264121465979e-10, 4.686051210726533e-10, 5.111404699634143e-10, 9.203157674325959e-10, 6.361769940738276e-10, 6.707265417757906e-10, 8.580681436452637e-10, 8.580681435748299e-10
GCA_009669705.1_ASM966970v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670995.1_ASM967099v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000138, 0.9999999909511516, 1.5783692306580967e-09, 1.5758847947080664e-09, 4.907726996491139e-10, 4.762079615064269e-10, 4.689797961534861e-10, 5.115461016145994e-10, 9.212342880480789e-10, 6.367357931159855e-10, 6.713118275436263e-10, 8.58903012322728e-10, 8.589030122522456e-10
GCA_009669765.1_ASM966976v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000139, 0.99999999095117, 1.5783647576423175e-09, 1.5758803864225924e-09, 4.907720681249563e-10, 4.762073487341738e-10, 4.689791961257458e-10, 5.115454568323249e-10, 9.212324578168445e-10, 6.367348116579987e-10, 6.713108062044449e-10, 8.589013900644954e-10, 8.589013899940131e-10
GCA_009670705.1_ASM967070v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000140, 0.9999999909601938, 1.5764866992164182e-09, 1.5740173910498242e-09, 4.9037922116592e-10, 4.758261053886104e-10, 4.686048206956397e-10, 5.111401471848903e-10, 9.203148509483237e-10, 6.361765026959781e-10, 6.707260304352014e-10, 8.58067331332482e-10, 8.580673312620485e-10
GCA_009670005.1_ASM967000v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670465.1_ASM967046v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000141, 0.9999999909421, 1.5802540127438355e-09, 1.5777544164411475e-09, 4.911664941123993e-10, 4.765901243150255e-10, 4.693550719058982e-10, 5.119523787157863e-10, 9.221546446187507e-10, 6.372955756637233e-10, 6.718981367200207e-10, 8.597395079791132e-10, 8.597395079085803e-10
NODE_0000142, 0.9999999909421278, 1.5802472938960769e-09, 1.5777477948833115e-09, 4.911655459394176e-10, 4.765892042962359e-10, 4.693541710241821e-10, 5.119514106463249e-10, 9.221518960780189e-10, 6.372941019683458e-10, 6.718966031517776e-10, 8.597370718315798e-10, 8.597370717610487e-10
NODE_0000143, 0.9999999909601842, 1.5764889370519335e-09, 1.5740195964923294e-09, 4.903795370568084e-10, 4.758264118994928e-10, 4.686051208313563e-10, 5.111404697060254e-10, 9.203157665200316e-10, 6.361769936418493e-10, 6.70726541329116e-10, 8.580681428562681e-10, 8.580681427858344e-10
GCA_009670575.1_ASM967057v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670715.1_ASM967071v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000144, 0.9999999909601842, 1.5764889370519335e-09, 1.5740195964923294e-09, 4.903795370568084e-10, 4.758264118994928e-10, 4.686051208313563e-10, 5.111404697060254e-10, 9.203157665200316e-10, 6.361769936418493e-10, 6.70726541329116e-10, 8.580681428562681e-10, 8.580681427858344e-10
GCA_009670625.1_ASM967062v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670775.1_ASM967077v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000145, 0.9999999909511516, 1.5783692386489803e-09, 1.5758848025318768e-09, 4.907727004139953e-10, 4.762079622481361e-10, 4.689797968777609e-10, 5.115461023871733e-10, 9.212342907875901e-10, 6.367357944126781e-10, 6.713118288844259e-10, 8.589030146912477e-10, 8.589030146207652e-10
GCA_009670485.1_ASM967048v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000146, 0.9999999909511607, 1.578366998147538e-09, 1.575882594479016e-09, 4.907723842700494e-10, 4.762076554916757e-10, 4.689794965022662e-10, 5.115457796102993e-10, 9.212333743030054e-10, 6.367353030359564e-10, 6.713113175450918e-10, 8.589022023786454e-10, 8.58902202308163e-10
GCA_009669875.1_ASM966987v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000147, 0.9999999909511517, 1.5783692333164372e-09, 1.5758847973108605e-09, 4.907726999037312e-10, 4.762079617533317e-10, 4.689797963945881e-10, 5.115461018717812e-10, 9.212342889597315e-10, 6.367357935475822e-10, 6.713118279899088e-10, 8.589030131109545e-10, 8.589030130404719e-10
GCA_009669905.1_ASM966990v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000148, 0.9999999909421186, 1.5802495290611132e-09, 1.577749997711361e-09, 4.911658615725946e-10, 4.765895105574459e-10, 4.693544709160617e-10, 5.119517329073278e-10, 9.221528107336585e-10, 6.372945924794119e-10, 6.718971135960059e-10, 8.597378825629693e-10, 8.597378824924366e-10
NODE_0000149, 0.9999999909511514, 1.5783692333132573e-09, 1.5758847973077672e-09, 4.907726999035235e-10, 4.762079617531307e-10, 4.689797963943918e-10, 5.11546101871574e-10, 9.212342889588175e-10, 6.367357935472007e-10, 6.713118279895153e-10, 8.589030131101825e-10, 8.589030130397e-10
GCA_009670105.1_ASM967010v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000150, 0.9999999909511607, 1.5783669954733539e-09, 1.5758825918608124e-09, 4.907723840143997e-10, 4.762076552437712e-10, 4.689794962601914e-10, 5.115457793520867e-10, 9.212333733868001e-10, 6.367353026024547e-10, 6.713113170968517e-10, 8.589022015865798e-10, 8.589022015160971e-10
GCA_009669925.1_ASM966992v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000151, 0.9999999909511607, 1.5783669901534888e-09, 1.5758825866521282e-09, 4.907723835049591e-10, 4.762076547497628e-10, 4.689794957777943e-10, 5.11545778837517e-10, 9.212333715625829e-10, 6.36735301738881e-10, 6.713113162038972e-10, 8.589022000093571e-10, 8.589021999388748e-10
GCA_009670345.1_ASM967034v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000152, 0.9999999909511698, 1.578364754977634e-09, 1.5758803838136295e-09, 4.907720678699263e-10, 4.7620734848687e-10, 4.689791958842554e-10, 5.115454565747309e-10, 9.212324569033704e-10, 6.367348112256406e-10, 6.713108057573804e-10, 8.589013892747329e-10, 8.589013892042505e-10
GCA_009670545.1_ASM967054v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000153, 0.9999999909601937, 1.5764866992132542e-09, 1.574017391046746e-09, 4.903792211657132e-10, 4.758261053884102e-10, 4.686048206954447e-10, 5.111401471846839e-10, 9.203148509474138e-10, 6.36176502695597e-10, 6.7072603043481e-10, 8.580673313317146e-10, 8.580673312612808e-10
GCA_009669545.1_ASM966954v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009669835.1_ASM966983v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000154, 0.9999999909511516, 1.5783692359779463e-09, 1.5758847999167344e-09, 4.907727001585534e-10, 4.762079620004347e-10, 4.68979796635882e-10, 5.115461021291681e-10, 9.212342898722928e-10, 6.367357939795588e-10, 6.713118284365806e-10, 8.589030138999471e-10, 8.589030138294646e-10
GCA_009669805.1_ASM966980v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000155, 0.9999999909511516, 1.5783692359779492e-09, 1.5758847999167375e-09, 4.907727001585532e-10, 4.762079620004348e-10, 4.689797966358824e-10, 5.115461021291682e-10, 9.212342898722939e-10, 6.367357939795587e-10, 6.713118284365812e-10, 8.589030138999465e-10, 8.589030138294639e-10
GCA_009670835.1_ASM967083v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000156, 0.9999999909421188, 1.5802495290636437e-09, 1.5777499977139299e-09, 4.911658615718661e-10, 4.765895105568107e-10, 4.693544709154314e-10, 5.11951732906644e-10, 9.221528107339009e-10, 6.372945924789419e-10, 6.71897113595482e-10, 8.597378825629541e-10, 8.597378824924229e-10
NODE_0000157, 0.9999999909601842, 1.5764889397071136e-09, 1.5740195990920479e-09, 4.903795373112195e-10, 4.758264121461974e-10, 4.686051210722631e-10, 5.111404699630011e-10, 9.203157674307745e-10, 6.361769940730654e-10, 6.70726541775007e-10, 8.580681436437275e-10, 8.580681435732935e-10
GCA_009667985.1_ASM966798v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670765.1_ASM967076v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000158, 0.9999999909421188, 1.580249531721998e-09, 1.5777500003167397e-09, 4.911658618264807e-10, 4.765895108037125e-10, 4.693544711565291e-10, 5.11951733163823e-10, 9.22152811645554e-10, 6.372945929105353e-10, 6.71897114041762e-10, 8.597378833511809e-10, 8.597378832806498e-10
NODE_0000159, 0.9999999909601843, 1.5764889397102695e-09, 1.5740195990951184e-09, 4.90379537311426e-10, 4.758264121463973e-10, 4.686051210724577e-10, 5.111404699632073e-10, 9.203157674316826e-10, 6.361769940734456e-10, 6.707265417753976e-10, 8.580681436444935e-10, 8.580681435740596e-10
GCA_009669845.1_ASM966984v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670395.1_ASM967039v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000160, 0.9999999909511423, 1.5783714711563488e-09, 1.5758870027578215e-09, 4.90773015792852e-10, 4.762082682626885e-10, 4.689800965287854e-10, 5.115464243912669e-10, 9.212352045317489e-10, 6.367362844923251e-10, 6.713123388825695e-10, 8.589038246345572e-10, 8.589038245640746e-10
GCA_009669665.1_ASM966966v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000161, 0.9999999909421278, 1.5802472938903619e-09, 1.577747794877646e-09, 4.911655459399422e-10, 4.765892042966716e-10, 4.693541710246196e-10, 5.11951410646803e-10, 9.221518960768643e-10, 6.372941019684367e-10, 6.718966031519105e-10, 8.597370718308255e-10, 8.597370717602943e-10
NODE_0000162, 0.9999999909601842, 1.5764889370519267e-09, 1.574019596492323e-09, 4.903795370568087e-10, 4.758264118994931e-10, 4.686051208313566e-10, 5.111404697060257e-10, 9.203157665200303e-10, 6.361769936418494e-10, 6.707265413291161e-10, 8.580681428562675e-10, 8.580681427858337e-10
GCA_000323365.1_ASM32336v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670415.1_ASM967041v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000163, 0.9999999909511422, 1.578371471159517e-09, 1.5758870027609069e-09, 4.90773015793059e-10, 4.762082682628891e-10, 4.689800965289813e-10, 5.115464243914735e-10, 9.212352045326615e-10, 6.367362844927071e-10, 6.713123388829603e-10, 8.589038246353251e-10, 8.589038245648426e-10
GCA_009670205.1_ASM967020v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000164, 0.9999999909421187, 1.5802495343898576e-09, 1.5777500029287914e-09, 4.911658620817125e-10, 4.76589511051213e-10, 4.693544713982118e-10, 5.119517334216199e-10, 9.221528125599387e-10, 6.372945933432722e-10, 6.718971144892143e-10, 8.597378841417095e-10, 8.597378840711784e-10
NODE_0000165, 0.9999999909601843, 1.5764889397134374e-09, 1.5740195990981994e-09, 4.903795373116326e-10, 4.758264121465974e-10, 4.686051210726527e-10, 5.111404699634139e-10, 9.203157674325933e-10, 6.361769940738266e-10, 6.707265417757896e-10, 8.580681436452615e-10, 8.580681435748277e-10
GCA_009667935.1_ASM966793v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009669605.1_ASM966960v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000166, 0.9999999909421096, 1.5802517695694782e-09, 1.5777522057712415e-09, 4.911661777140497e-10, 4.765898173117512e-10, 4.69354771289412e-10, 5.119520556818725e-10, 9.221537272187968e-10, 6.372950838545389e-10, 6.718976249335677e-10, 8.597386948753755e-10, 8.597386948048442e-10
NODE_0000167, 0.9999999909601843, 1.5764889423686307e-09, 1.5740196016979321e-09, 4.903795375660439e-10, 4.758264123933021e-10, 4.686051213135596e-10, 5.111404702203897e-10, 9.203157683433391e-10, 6.361769945050435e-10, 6.707265422216811e-10, 8.580681444327231e-10, 8.580681443622893e-10
GCA_009667945.1_ASM966794v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670605.1_ASM967060v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000168, 0.9999999909421187, 1.5802495343898537e-09, 1.5777500029287885e-09, 4.911658620817123e-10, 4.765895110512129e-10, 4.693544713982109e-10, 5.119517334216193e-10, 9.221528125599376e-10, 6.372945933432715e-10, 6.718971144892146e-10, 8.597378841417101e-10, 8.597378840711775e-10
NODE_0000169, 0.9999999909601843, 1.5764889397134374e-09, 1.5740195990981994e-09, 4.903795373116326e-10, 4.758264121465974e-10, 4.686051210726527e-10, 5.111404699634139e-10, 9.203157674325933e-10, 6.361769940738266e-10, 6.707265417757896e-10, 8.580681436452615e-10, 8.580681435748277e-10
GCA_009670585.1_ASM967058v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670785.1_ASM967078v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000170, 0.9999999909511423, 1.5783714711563455e-09, 1.5758870027578178e-09, 4.907730157928515e-10, 4.762082682626876e-10, 4.689800965287849e-10, 5.115464243912664e-10, 9.212352045317469e-10, 6.367362844923242e-10, 6.713123388825679e-10, 8.589038246345571e-10, 8.589038245640743e-10
GCA_009670675.1_ASM967067v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000171, 0.9999999909421279, 1.5802472912225086e-09, 1.577747792265598e-09, 4.911655456847073e-10, 4.765892040491705e-10, 4.69354170782936e-10, 5.119514103890058e-10, 9.221518951624808e-10, 6.372941015356996e-10, 6.718966027044572e-10, 8.597370710402956e-10, 8.597370709697645e-10
NODE_0000172, 0.9999999909601843, 1.5764889370487592e-09, 1.574019596489241e-09, 4.903795370566018e-10, 4.75826411899293e-10, 4.686051208311616e-10, 5.111404697058191e-10, 9.2031576651912e-10, 6.361769936414681e-10, 6.707265413287243e-10, 8.580681428554994e-10, 8.580681427850655e-10
GCA_009669555.1_ASM966955v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009669955.1_ASM966995v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000173, 0.9999999909511517, 1.5783692306549092e-09, 1.5758847947049663e-09, 4.907726996489082e-10, 4.762079615062278e-10, 4.689797961532924e-10, 5.11546101614395e-10, 9.212342880471663e-10, 6.367357931156057e-10, 6.713118275432345e-10, 8.589030123219576e-10, 8.589030122514751e-10
GCA_009669565.1_ASM966956v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000174, 0.9999999909511607, 1.5783669981348645e-09, 1.5758825944666917e-09, 4.907723842692221e-10, 4.762076554908744e-10, 4.689794965014867e-10, 5.115457796094732e-10, 9.212333742993638e-10, 6.367353030344317e-10, 6.713113175435241e-10, 8.589022023755721e-10, 8.589022023050897e-10
GCA_009670225.1_ASM967022v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000175, 0.9999999909511517, 1.5783692306485715e-09, 1.5758847946988028e-09, 4.907726996484941e-10, 4.762079615058273e-10, 4.689797961529024e-10, 5.115461016139814e-10, 9.212342880453446e-10, 6.36735793114843e-10, 6.713118275424512e-10, 8.589030123204212e-10, 8.589030122499387e-10
GCA_009670235.1_ASM967023v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000176, 0.9999999909421279, 1.5802472858899653e-09, 1.5777477870445814e-09, 4.911655451744449e-10, 4.765892035543663e-10, 4.693541702997638e-10, 5.119514098736152e-10, 9.221518933346228e-10, 6.372941006706052e-10, 6.718966018099395e-10, 8.597370694600031e-10, 8.59737069389472e-10
NODE_0000177, 0.9999999909601842, 1.576488937042428e-09, 1.5740195964830832e-09, 4.903795370561882e-10, 4.758264118988924e-10, 4.686051208307715e-10, 5.111404697054061e-10, 9.203157665172998e-10, 6.36176993640706e-10, 6.707265413279415e-10, 8.580681428539637e-10, 8.580681427835301e-10
GCA_009670285.1_ASM967028v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670305.1_ASM967030v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000178, 0.9999999909511608, 1.5783669928111984e-09, 1.5758825892544184e-09, 4.907723837586416e-10, 4.76207654995833e-10, 4.689794960180702e-10, 5.115457790938103e-10, 9.212333724735685e-10, 6.367353021696272e-10, 6.713113166492642e-10, 8.589022007968035e-10, 8.589022007263211e-10
GCA_009667925.1_ASM966792v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000179, 0.9999999909601937, 1.5764867018715991e-09, 1.574017393649544e-09, 4.90379221420332e-10, 4.758261056353157e-10, 4.686048209365473e-10, 5.111401474418669e-10, 9.203148518590674e-10, 6.361765031271949e-10, 6.707260308810932e-10, 8.58067332119942e-10, 8.580673320495082e-10
GCA_009669725.1_ASM966972v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670185.1_ASM967018v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000180, 0.996430182090763, 0.002771352969003775, 0.0007865954750878385, 1.4584383473195218e-06, 1.079326637485583e-06, 1.0623295076929693e-06, 1.1583310237576013e-06, 1.5374129353642624e-06, 1.2626656916047783e-06, 1.332192958774043e-06, 1.48938402174924e-06, 1.489384021577018e-06
NODE_0000181, 0.001115592339271541, 0.9988793997320878, 1.1560877625117594e-06, 3.968750019590955e-07, 3.8448283601849224e-07, 3.787163602757884e-07, 4.140942701236918e-07, 4.7300800986512965e-07, 4.23295087643916e-07, 4.478061034553461e-07, 4.6678160451550187e-07, 4.6678160445329354e-07
SAMEA1061800, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000182, 1.251901639208447e-06, 0.9999987349772989, 1.9335607788571005e-09, 1.1930393870738447e-09, 1.1566661462089201e-09, 1.1385566912795742e-09, 1.243546660959779e-09, 1.312909147043277e-09, 1.2275994676085843e-09, 1.297826857888649e-09, 1.3086784195359003e-09, 1.3086784193499618e-09
NODE_0000183, 2.8898250825423753e-09, 0.9999999926991808, 4.3164011189886366e-10, 4.495288718156929e-10, 4.3595582497294533e-10, 4.294578821372767e-10, 4.701490301178047e-10, 4.2798546336494874e-10, 4.356479456796269e-10, 4.6166215394984243e-10, 4.344834366158446e-10, 4.3448343654686526e-10
SAMEA5661365, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
