sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist	node_type	branch_length	branch_support	branch_support_conf_char	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_continent	mugration_host_order	mugration_population	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_continent_confidence	mugration_host_order_confidence	mugration_population_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	branch_length_sub	branch_length_time	rate_sub	rate_sub_year	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain	root_geo_dist	population_geo_dist
GCA_000325085.1_ASM32508v1_genomic	I2001001	2001.0	-20	China	Shaanxi	35.000074	104.999927	35.8894105	109.13572849999998	Medievalis	2.MED	2.MED3	SAMN02403088	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	2001.0	20.0	0.0	35.8894105	109.13572849999998	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	NA	1.597	184.0	104.0	41.0	2.5365900000000003	0.0	0.0	184.0	184.0	0.0	0.0	2.5817e-06	#c5e88a	2.MED	POINT (109.1357285 35.8894105)	6.949990000000003e-05	5.891e-06	terminal	2.5817e-06	0.0		LOW	-20	NA	NA	China	Shaanxi	Asia	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	35.8894105	109.13572849999998	10.9588569574	214.202	1.2052641898768453e-08	0.0511613194900141	2001.0	2001.0	6.949990000000003e-05	391.0	6.949990000000003e-05	5526.013000000001	391.0	2001.0	0.0	0.0	China (2001.0) I2001001	China (2001.0) I2001001	823.02714885	0.0
GCA_000325065.1_ASM32506v1_genomic	I1994006	1994.0	-27	China	Hebei	35.000074	104.999927	39.0000001	116.0	Medievalis	2.MED	2.MED3	SAMN02403087	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1994.0	27.0	0.0	39.0000001	116.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum sungaris	Siphonaptera	NA	1.838	183.0	104.0	45.0	2.31111	0.0	0.0	183.0	183.0	0.0	0.0	9.387999999999999e-07	#c5e88a	2.MED	POINT (116 39.0000001)	6.903050000000003e-05	5.4216e-06	terminal	9.388e-07	0.0		LOW	-27	NA	NA	China	Hebei	Asia	Siphonaptera	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	39.0000001	116.0	3.9850388936	102.46	9.162600039039627e-09	0.038893606222916266	1994.0	1994.0	6.903050000000003e-05	394.0	6.903050000000003e-05	5519.0126	394.0	1994.0	0.0	0.0	China (1994.0) I1994006	China (1994.0) I1994006	823.02714885	0.0
GCA_000325045.1_ASM32504v1_genomic	I1991001	1991.0	-30	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403086	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1991.0	30.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	NA	1.7	178.0	102.0	41.0	2.4878	0.0	0.0	178.0	178.0	0.0	0.0	1.1734999999999999e-06	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.975810000000004e-05	6.1492e-06	terminal	1.1735e-06	0.0		LOW	-30	NA	NA	China	Inner Mongolia	Asia	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	4.981298617	45.721	2.5666542726537045e-08	0.10894990522954442	1991.0	1991.0	6.975810000000004e-05	395.0	6.975810000000004e-05	5516.012459999999	395.0	1991.0	0.0	0.0	China (1991.0) I1991001	China (1991.0) I1991001	823.02714885	0.0
GCA_000325025.1_ASM32502v1_genomic	I1970005	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403085	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	NA	1.806	174.0	98.0	41.0	2.3902400000000004	0.0	0.0	174.0	174.0	0.0	0.0	2.774e-07	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.877110000000003e-05	5.1622e-06	terminal	2.774e-07	0.0		LOW	-51	NA	NA	China	Inner Mongolia	Asia	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	1.1775136227999998	58.4855	4.743055971138145e-09	0.020133428333518562	1970.0	1970.0	6.877110000000002e-05	388.0	6.877110000000002e-05	5495.012100000001	388.0	1970.0	0.0	0.0	China (1970.0) I1970005	China (1970.0) I1970005	823.02714885	0.0
GCA_000325005.1_ASM32500v1_genomic	I1969003	1969.0	-52	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403084	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1969.0	52.0	0.0	37.0000001	105.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	NA	1.818	174.0	102.0	38.0	2.68421	0.0	0.0	174.0	174.0	0.0	0.0	2.3469999999999998e-07	#c5e88a	2.MED	POINT (105.9999999 37.0000001)	6.712940000000001e-05	3.5205e-06	terminal	2.347e-07	0.0		LOW	-52	NA	NA	China	Ningxia	Asia	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	37.0000001	105.9999999	0.9962597234	53.0821	4.421452806124852e-09	0.01876828014340051	1969.0	1969.0	6.712940000000001e-05	384.0	6.712940000000001e-05	5494.013000000001	384.0	1969.0	0.0	0.0	China (1969.0) I1969003	China (1969.0) I1969003	823.02714885	0.0
GCA_000324985.1_ASM32498v1_genomic	I160001	1987.0	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02403083	KEEP: Assembly Modern Cui 2013	2.0	Asia	1987.0	34.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	NA	1.7380000000000002	164.0	95.0	37.0	2.56757	0.0	0.0	164.0	164.0	0.0	0.0	4.6939999999999995e-07	#c5e88a	2.MED	POINT (85.46334640000001 42.4804953)	6.619060000000003e-05	2.5817e-06	terminal	4.694e-07	0.0		LOW	-34	NA	NA	China	Xinjiang	Asia	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	42.4804953	85.4633464	1.9925194468	90.2989	5.19829145205534e-09	0.022065821918096456	1987.0	1987.0	6.619060000000002e-05	408.0	6.619060000000002e-05	5512.012600000001	408.0	1987.0	0.0	0.0	China (1987.0) I160001	China (1987.0) I160001	823.02714885	0.0
GCA_000324965.1_ASM32496v1_genomic	H1959004	1959.0	-62	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Antiqua	2.ANT	2.ANT3	SAMN02403082	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1959.0	62.0	0.0	42.9995032	125.9816054	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus norvegicus	Rodentia	NA	1.855	164.0	89.0	38.0	2.34211	0.0	0.0	164.0	164.0	0.0	0.0	1.6429e-06	#97fca7	2.ANT	POINT (125.9816054 42.9995032)	6.548650000000001e-05	4.928700000000002e-06	terminal	1.6429e-06	0.0		LOW	-62	NA	NA	China	Jilin	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	42.9995032	125.9816054	6.9738180638	206.256	7.965344038476456e-09	0.03381146761209371	1959.0	1959.0	6.548650000000001e-05	337.0	6.548650000000001e-05	5484.012600000001	337.0	1959.0	0.0	0.0	China (1959.0) H1959004	China (1959.0) H1959004	823.02714885	0.0
GCA_000324945.1_ASM32494v1_genomic	H1958004	1958.0	-63	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Medievalis	2.MED	2.MED3	SAMN02403081	KEEP: Assembly Modern Cui 2013	2.0	Asia	1958.0	63.0	0.0	42.9995032	125.9816054	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	NA	1.746	163.0	92.0	40.0	2.3	0.0	0.0	163.0	163.0	0.0	0.0	2.3469999999999997e-06	#c5e88a	2.MED	POINT (125.9816054 42.9995032)	6.83029e-05	4.694e-06	terminal	2.347e-06	0.0		LOW	-63	NA	NA	China	Jilin	Asia	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	42.9995032	125.9816054	9.962597234	204.759	1.1462255627347273e-08	0.04865523485658751	1958.0	1958.0	6.83029e-05	386.0	6.83029e-05	5483.012600000001	386.0	1958.0	0.0	0.0	China (1958.0) H1958004	China (1958.0) H1958004	823.02714885	0.0
GCA_000324905.1_ASM32490v1_genomic	G1996010	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN02403079	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Pseudois nayaur	Artiodactyla	NA	1.917	164.0	94.0	36.0	2.61111	0.0	0.0	164.0	164.0	0.0	0.0	2.3500000000000002e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.480620000000003e-05	4.248399999999998e-06	terminal	2.35e-08	0.0		LOW	-25	NA	NA	China	Tibet	Asia	Artiodactyla	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	1996.0	1996.0	6.480620000000004e-05	381.0	6.480620000000004e-05	5521.01241	381.0	1996.0	0.0	0.0	China (1996.0) G1996010	China (1996.0) G1996010	823.02714885	0.0
GCA_000324885.1_ASM32488v1_genomic	G1996006	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN02403078	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	NA	1.881	159.0	93.0	35.0	2.65714	0.0	0.0	159.0	159.0	0.0	0.0	2.3500000000000002e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.426630000000002e-05	3.7084999999999993e-06	terminal	2.35e-08	0.0		LOW	-25	NA	NA	China	Tibet	Asia	Human	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	18.678	1.258164685726523e-09	0.005340685137595031	1996.0	1996.0	6.426630000000003e-05	375.0	6.426630000000003e-05	5521.01241	375.0	1996.0	0.0	0.0	China (1996.0) G1996006	China (1996.0) G1996006	823.02714885	0.0
GCA_000324845.1_ASM32484v1_genomic	F1954001	1954.0	-67	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403076	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1954.0	67.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	NA	1.759	77.0	43.0	20.0	2.15	0.0	0.0	77.0	77.0	0.0	0.0	1.6429e-06	#ff4824	1.IN	POINT (102 25)	6.32882e-05	4.5298e-06	terminal	1.6429e-06	0.0		LOW	-67	NA	NA	China	Yunnan	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	6.9738180638	93.899	1.7496458961224295e-08	0.07426935392070202	1954.0	1954.0	6.32882e-05	265.0	6.32882e-05	5479.0123	265.0	1954.0	0.0	0.0	China (1954.0) F1954001	China (1954.0) F1954001	823.02714885	0.0
GCA_000324765.1_ASM32476v1_genomic	E1977001	1977.0	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403073	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1977.0	44.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ctenophthalmus quadratus	Siphonaptera	NA	1.6669999999999998	67.0	37.0	18.0	2.05556	0.0	0.0	67.0	67.0	0.0	0.0	7.041e-07	#ff4824	1.IN	POINT (102 25)	6.21852e-05	3.4267999999999987e-06	terminal	7.041e-07	0.0		LOW	-44	NA	NA	China	Yunnan	Asia	Siphonaptera	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	2.9887791702	111.334	6.324213627463308e-09	0.026845161138556055	1977.0	1977.0	6.21852e-05	270.0	6.21852e-05	5502.0128	270.0	1977.0	0.0	0.0	China (1977.0) E1977001	China (1977.0) E1977001	823.02714885	0.0
GCA_000324745.1_ASM32474v1_genomic	D1991004	1991.0	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403072	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1991.0	30.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	NA	1.618	79.0	43.0	18.0	2.38889	0.0	0.0	79.0	79.0	0.0	0.0	1.1734999999999999e-06	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.281929999999999e-05	4.0608999999999995e-06	terminal	1.1735e-06	0.0		LOW	-30	NA	NA	China	Qinghai	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	4.981298617	86.1778	1.3617196076019578e-08	0.057802573481801574	1991.0	1991.0	6.281929999999999e-05	251.0	6.281929999999999e-05	5516.012400000001	251.0	1991.0	0.0	0.0	China (1991.0) D1991004	China (1991.0) D1991004	823.02714885	0.0
GCA_000324725.1_ASM32472v1_genomic	D1982001	1982.0	-39	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	1.IN	1.IN2	SAMN02403071	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1.0	Asia	1982.0	39.0	0.0	38.0000001	101.9999999	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	NA	1.929	76.0	42.0	16.0	2.625	0.0	0.0	76.0	76.0	0.0	0.0	7.041e-07	#ff4824	1.IN	POINT (101.9999999 38.0000001)	6.23734e-05	3.615e-06	terminal	7.041e-07	0.0		LOW	-39	NA	NA	China	Gansu	Asia	Human	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	38.0000001	101.9999999	2.9887791702	82.1494	8.570969477561612e-09	0.03638223979968204	1982.0	1982.0	6.23734e-05	256.0	6.23734e-05	5507.012300000001	256.0	1982.0	0.0	0.0	China (1982.0) D1982001	China (1982.0) D1982001	823.02714885	0.0
GCA_000324705.1_ASM32470v1_genomic	D1964002	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403070	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Canis faliaris	Carnivora	NA	2.455	75.0	42.0	17.0	2.47059	0.0	0.0	75.0	75.0	0.0	0.0	4.6939999999999995e-07	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.213869999999999e-05	3.3802999999999996e-06	terminal	4.694e-07	0.0		LOW	-57	NA	NA	China	Qinghai	Asia	Carnivora	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	1.9925194468	38.5272	1.2183600157810586e-08	0.051717213989077845	1964.0	1964.0	6.213869999999999e-05	255.0	6.213869999999999e-05	5489.012400000001	255.0	1964.0	0.0	0.0	China (1964.0) D1964002	China (1964.0) D1964002	823.02714885	0.0
GCA_000324685.1_ASM32468v1_genomic	D1964001	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403069	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	NA	1.656	81.0	48.0	16.0	3.0	0.0	0.0	81.0	81.0	0.0	0.0	1.6429e-06	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.33357e-05	4.5772999999999985e-06	terminal	1.6429e-06	0.0		LOW	-57	NA	NA	China	Qinghai	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	6.9738180638	64.1494	2.5610527923877697e-08	0.10871213236289037	1964.0	1964.0	6.33357e-05	258.0	6.33357e-05	5489.012300000001	258.0	1964.0	0.0	0.0	China (1964.0) D1964001	China (1964.0) D1964001	823.02714885	0.0
GCA_000324665.1_ASM32466v1_genomic	CMCCN010025	2000.0	-21	China	Sečuán	35.000074	104.999927	30.500000099999998	102.4999999	Microtus	0.PE	0.PE4m	SAMN02403068	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	Asia	2000.0	21.0	0.0	30.500000099999998	102.4999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus fuscus	Rodentia	NA	1.5490000000000002	381.0	207.0	81.0	2.55556	1.0	0.0123457	381.0	381.0	0.0	0.0	2.3469999999999998e-07	#5148fc	0.PE	POINT (102.4999999 30.5000001)	6.092860000000001e-05	5.8699000000000015e-05	terminal	2.347e-07	0.0		LOW	-21	NA	NA	China	Sečuán	Asia	Rodentia	0.PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	30.500000099999998	102.4999999	0.9962597234	45.2686	5.184609199312548e-09	0.02200774319064429	2000.0	2000.0	6.0928600000000005e-05	48.0	6.0928600000000005e-05	5525.0071	48.0	2000.0	0.0	0.0	China (2000.0) CMCCN010025	China (2000.0) CMCCN010025	823.02714885	3336.85563555
GCA_000324605.1_ASM32460v1_genomic	CMCC99103	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403065	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	NA	1.676	176.0	100.0	41.0	2.43902	0.0	0.0	176.0	176.0	0.0	0.0	1.4082e-06	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.990190000000003e-05	6.292999999999999e-06	terminal	1.4082e-06	0.0		LOW	-51	NA	NA	China	Inner Mongolia	Asia	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	5.9775583404	58.4855	2.4077762864299697e-08	0.10220581751716237	1970.0	1970.0	6.990190000000002e-05	387.0	6.990190000000002e-05	5495.012100000001	387.0	1970.0	0.0	0.0	China (1970.0) CMCC99103	China (1970.0) CMCC99103	823.02714885	0.0
GCA_000324585.1_ASM32458v1_genomic	CMCC96007	1989.0	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403064	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1989.0	32.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meles meles	Carnivora	NA	1.912	153.0	84.0	39.0	2.15385	0.0	0.0	153.0	153.0	0.0	0.0	9.387999999999999e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.562810000000001e-05	5.0702999999999995e-06	terminal	9.388e-07	0.0		LOW	-32	NA	NA	China	Inner Mongolia	Asia	Carnivora	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	3.9850388936	108.735	8.633834551892214e-09	0.03664909085023222	1989.0	1989.0	6.56281e-05	335.0	6.56281e-05	5514.012000000001	335.0	1989.0	0.0	0.0	China (1989.0) CMCC96007	China (1989.0) CMCC96007	823.02714885	0.0
GCA_000324565.1_ASM32456v1_genomic	CMCC96001	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403063	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	2.0	Asia	1957.0	64.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Vulpes vulpes	Carnivora	NA	1.903	170.0	91.0	41.0	2.21951	0.0	0.0	170.0	170.0	0.0	0.0	1.0243999999999999e-06	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.57137e-05	5.1559e-06	terminal	1.0244e-06	0.0		LOW	-64	NA	NA	China	Inner Mongolia	Asia	Carnivora	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	4.3483956568	76.7351	1.3349822962373152e-08	0.05666762220678673	1957.0	1957.0	6.57137e-05	334.0	6.57137e-05	5482.012100000001	334.0	1957.0	0.0	0.0	China (1957.0) CMCC96001	China (1957.0) CMCC96001	823.02714885	0.0
GCA_000324545.1_ASM32454v1_genomic	CMCC95001	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403062	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	NA	1.774	161.0	89.0	40.0	2.225	0.0	0.0	161.0	161.0	0.0	0.0	4.6939999999999995e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.61388e-05	5.581e-06	terminal	4.694e-07	0.0		LOW	-51	NA	NA	China	Inner Mongolia	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	1.9925194468	44.7753	1.0483458513957473e-08	0.04450041533613398	1970.0	1970.0	6.61388e-05	333.0	6.61388e-05	5495.012300000001	333.0	1970.0	0.0	0.0	China (1970.0) CMCC95001	China (1970.0) CMCC95001	823.02714885	0.0
GCA_000324505.1_ASM32450v1_genomic	CMCC92010	1971.0	-50	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403060	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1971.0	50.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	NA	1.672	166.0	90.0	40.0	2.25	0.0	0.0	166.0	166.0	0.0	0.0	7.545999999999999e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.6424e-05	5.8662000000000015e-06	terminal	7.546e-07	0.0		LOW	-50	NA	NA	China	Inner Mongolia	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	3.2031426812	45.7753	1.648487284627299e-08	0.06997535092506221	1971.0	1971.0	6.6424e-05	332.0	6.6424e-05	5496.012300000001	332.0	1971.0	0.0	0.0	China (1971.0) CMCC92010	China (1971.0) CMCC92010	823.02714885	0.0
GCA_000324485.1_ASM32448v1_genomic	CMCC92004	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403059	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1957.0	64.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ophthalmopsylla kiritschenkoi	Siphonaptera	NA	1.726	166.0	97.0	40.0	2.425	0.0	0.0	166.0	166.0	0.0	0.0	1.6429e-06	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.832640000000002e-05	4.7175e-06	terminal	1.6429e-06	0.0		LOW	-64	NA	NA	China	Inner Mongolia	Asia	Siphonaptera	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	6.9738180638	134.67	1.2199450508650778e-08	0.051784495907032005	1957.0	1957.0	6.832640000000002e-05	390.0	6.832640000000002e-05	5482.012200000001	390.0	1957.0	0.0	0.0	China (1957.0) CMCC92004	China (1957.0) CMCC92004	823.02714885	0.0
GCA_000324465.1_ASM32446v1_genomic	CMCC91090	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Microtus	0.PE	0.PE4m	SAMN02403058	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus brandti	Rodentia	NA	1.5119999999999998	380.0	209.0	84.0	2.4881	0.0	0.0	380.0	380.0	0.0	0.0	5.6329e-06	#5148fc	0.PE	POINT (114.3251664 43.2443242)	6.241120000000001e-05	6.0181600000000013e-05	terminal	5.6329e-06	0.0		LOW	-51	NA	NA	China	Inner Mongolia	Asia	Rodentia	0.PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.32516640000001	23.9106578438	400.931	1.4049549673135776e-08	0.05963783754261955	1970.0	1970.0	6.241120000000001e-05	50.0	6.241120000000001e-05	5495.0075	50.0	1970.0	0.0	0.0	China (1970.0) CMCC91090	China (1970.0) CMCC91090	823.02714885	3336.85563555
