sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	branch_support_char	node_type	branch_length	branch_support	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_branch_major	mugration_branch_minor	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_branch_major_confidence	mugration_branch_minor_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	geometry	geometry_size	branch_length_sub	branch_length_time	sub_rate	geo_rate_sub	geo_rate_time	rate_sub	rate_geo_sub	rate_geo_time	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	branch_major_color	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain	root_rtt_dist	clade_rtt_dist
GCA_000268625.1_ASM26862v1_genomic	PY-12	2008.0	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141459	KEEP: Assembly Modern	1.0	South America	2008.0	13.0	0.0	-6.25	-78.833333		terminal	4.957e-07	100.0	HIGH	-13	NA	NA	Peru	Cajamarca	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-6.25	-78.833333	POINT (-78.833333 -6.25)	1.0	2.0935919242	77.6125	NA	NA	NA	0.0269749321848929	0.0	0.0	2008.0	2008.0	6.607159999999997e-05	99.0	6.607159999999997e-05	#ff0000	5115.0812	99.0	2008.0	0.0	0.0	Peru (2008.0) PY-12	Peru (2008.0) PY-12	6.607159999999997e-05	5.441300000000001e-06
GCA_001188675.1_ASM118867v1_genomic	790	[1961:1976]	[-60:-45]	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT3	SAMN02769799	KEEP: Assembly Modern Zgenti 2015 Keller 2019	0.0	Asia	1968.5	52.5	7.5	41.5089324	74.724091		terminal	7.077e-07	100.0	HIGH	-60	{45,60}	{-60,-45}	Kyrgyzstan	Kyrgyzstan	0.ANT	0.ANT3	1.0	1.0	1.0	0.22	0.2186388185723366	0.2186388185723366	1.0	1.0	41.5089324	74.724091	41.5089324	74.724091	POINT (74.724091 41.5089324)	2.0	2.9889751962	70.2752	NA	NA	NA	0.04253243243989345	63.49273509958891	2.700500466047317	1961.0	1976.0	5.30614e-05	50.0	5.30614e-05	#1996f3	5068.0818	50.0	1961.0	0.0	15.0	Kyrgyzstan (1961:1976) 790	Kyrgyzstan (1961:1976) 790	5.30614e-05	1.41562e-05
GCA_000590535.2_ASM59053v2_genomic	EV NIIEG	1941.0	-80	Russia	Kirov Oblast	64.6863136	97.7453061	57.9665589	49.4074599	Orientalis	1.ORI	1.ORI3	SAMN02598688	KEEP: Assembly Modern	1.0	Europe	1941.0	80.0	0.0	57.9665589	49.4074599		terminal	2.36e-08	100.0	HIGH	-80	NA	NA	Russia	Kirov Oblast	1.ORI	1.ORI3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	57.9665589	49.4074599	POINT (49.4074599 57.9665589)	1.0	0.09967474159999999	132.516	NA	NA	NA	0.0007521713725135078	0.0	0.0	1941.0	1941.0	6.387789999999998e-05	91.0	6.387789999999998e-05	#ff0000	5048.081299999999	91.0	1941.0	0.0	0.0	Russia (1941.0) EV NIIEG	Russia (1941.0) EV NIIEG	6.387789999999998e-05	3.2476000000000005e-06
GCA_000255755.1_ASM25575v1_genomic	AS200901539	2009.0	-12	United States of America	Nevada	39.7837304	-100.4458825	39.5158825	-116.8537227	Orientalis	1.ORI	1.ORI1	SAMN01831182	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	39.5158825	-116.8537227		terminal	1.8873e-06	100.0	HIGH	-12	NA	NA	United States of America	Nevada	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	39.5158825	-116.8537227	POINT (-116.8537227 39.5158825)	1.0	7.9710228738	138.386	NA	NA	NA	0.05759992249071438	139.07553633559712	8.010740113284927	2009.0	2009.0	6.473519999999996e-05	112.0	6.473519999999996e-05	#ff0000	5116.080800000001	112.0	2009.0	0.0	0.0	United States of America (2009.0) AS200901539	United States of America (2009.0) AS200901539	6.473519999999996e-05	4.1049e-06
GCA_000255895.1_ASM25589v1_genomic	AS200901509	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831181	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007		terminal	2.1232e-06	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	1.0	8.9673479392	138.386	NA	NA	NA	0.06479953130518983	0.0	0.0	2009.0	2009.0	6.497109999999995e-05	113.0	6.497109999999995e-05	#ff0000	5116.080800000001	113.0	2009.0	0.0	0.0	United States of America (2009.0) AS200901509	United States of America (2009.0) AS200901509	6.497109999999995e-05	4.3408e-06
GCA_000182485.1_ASM18248v1_genomic	Nepal516	1967.0	-54	Nepal	Gandaki Pradesh	28.1083929	84.0917139	28.3840962	84.03632755245305	Antiqua	2.ANT	2.ANT1	SAMN02403941	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2.0	Asia	1967.0	54.0	0.0	28.3840962	84.03632755245305		terminal	2.5951e-06	100.0	HIGH	-54	NA	NA	Nepal	Gandaki Pradesh	2.ANT	2.ANT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.1083929	84.0917139	28.3840962	84.03632755245305	POINT (84.03632755245305 28.3840962)	1.0	10.9604204206	176.749	NA	NA	NA	0.06201121602158994	0.0	0.0	1967.0	1967.0	6.561479999999999e-05	134.0	6.561479999999999e-05	#80ffb4	5074.080899999999	134.0	1967.0	0.0	0.0	Nepal (1967.0) Nepal516	Nepal (1967.0) Nepal516	6.561479999999999e-05	1.22701e-05
GCA_000181455.2_ASM18145v2_genomic	CA88-4125	1988.0	-33	United States of America	California	39.7837304	-100.4458825	36.7014631	-118.755997	Orientalis	1.ORI	1.ORI1	SAMN02403940	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	1.0	North America	1988.0	33.0	0.0	36.7014631	-118.755997		terminal	1.4155e-06	100.0	HIGH	-33	NA	NA	United States of America	California	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	36.7014631	-118.755997	POINT (-118.755997 36.7014631)	2.0	5.978372743	237.379	NA	NA	NA	0.025184926817452262	0.0	0.0	1988.0	1988.0	6.353209999999997e-05	109.0	6.353209999999997e-05	#ff0000	5095.0815999999995	109.0	1988.0	0.0	0.0	United States of America (1988.0) CA88-4125	United States of America (1988.0) CA88-4125	6.353209999999997e-05	2.9018e-06
GCA_000325485.1_ASM32548v1_genomic	YN663	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403108	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1982.0	39.0	0.0	25.0	102.0		terminal	4.718e-07	100.0	HIGH	-39	NA	NA	China	Yunnan	1.ORI	1.ORI2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	POINT (102 25)	3.0	1.9926501308	93.9174	NA	NA	NA	0.02121704956483037	0.0	0.0	1982.0	1982.0	6.570439999999998e-05	101.0	6.570439999999998e-05	#ff0000	5089.080999999999	101.0	1982.0	0.0	0.0	China (1982.0) YN663	China (1982.0) YN663	6.570439999999998e-05	5.0741e-06
GCA_000325445.1_ASM32544v1_genomic	YN2588	2000.0	-21	China	Guangxi Zhuang	35.000074	104.999927	24.0	109.0	Orientalis	1.ORI	1.ORI2	SAMN02403106	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	2000.0	21.0	0.0	24.0	109.0		terminal	9.437e-07	100.0	HIGH	-21	NA	NA	China	Guangxi Zhuang	1.ORI	1.ORI2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	24.0	109.0	POINT (109 24)	1.0	3.9857226122	111.917	NA	NA	NA	0.03561320096321381	0.0	0.0	2000.0	2000.0	6.641219999999997e-05	103.0	6.641219999999997e-05	#ff0000	5107.080599999999	103.0	2000.0	0.0	0.0	China (2000.0) YN2588	China (2000.0) YN2588	6.641219999999997e-05	5.7819e-06
GCA_000325405.1_ASM32540v1_genomic	YN2179	1995.0	-26	Myanmar	NA	17.1750495	95.9999652	NA	NA	Orientalis	1.ORI	1.ORI2	SAMN02403104	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1995.0	26.0	0.0	17.1750495	95.9999652		terminal	2.9538e-06	100.0	HIGH	-26	NA	NA	Myanmar	Myanmar	1.ORI	1.ORI2	1.0	1.0	1.0	0.26	0.25509582596644503	0.25509582596644503	1.0	1.0	17.1750495	95.9999652	17.1750495	95.9999652	POINT (95.99996520000001 17.1750495)	1.0	12.4753920228	106.917	NA	NA	NA	0.11668295989225286	124.25954948193751	14.498972028430325	1995.0	1995.0	6.842229999999997e-05	102.0	6.842229999999997e-05	#ff0000	5102.080599999999	102.0	1995.0	0.0	0.0	Myanmar (1995.0) YN2179	Myanmar (1995.0) YN2179	6.842229999999997e-05	7.792e-06
GCA_000325385.1_ASM32538v1_genomic	YN1683	1977.0	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403103	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1977.0	44.0	0.0	25.0	102.0		terminal	7.827e-07	100.0	HIGH	-44	NA	NA	China	Yunnan	1.IN	1.IN3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	POINT (102 25)	3.0	3.3057381462	126.23	NA	NA	NA	0.026188213152182522	0.0	0.0	1977.0	1977.0	5.821079999999999e-05	85.0	5.821079999999999e-05	#ff4f28	5084.081899999998	85.0	1977.0	0.0	0.0	China (1977.0) YN1683	China (1977.0) YN1683	5.821079999999999e-05	3.4774e-06
GCA_000325325.1_ASM32532v1_genomic	SHAN11	2006.0	-15	China	Shaanxi	35.000074	104.999927	36.0	109.0	Medievalis	2.MED	2.MED3	SAMN02403100	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	2006.0	15.0	0.0	36.0	109.0		terminal	2.36e-08	100.0	HIGH	-15	NA	NA	China	Shaanxi	2.MED	2.MED3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	36.0	109.0	POINT (109 36)	1.0	0.09967474159999999	41.7782	NA	NA	NA	0.002385807468967069	9282.228802674485	22.145610806082036	2006.0	2006.0	6.400799999999999e-05	154.0	6.400799999999999e-05	#b3f396	5113.0819999999985	154.0	2006.0	0.0	0.0	China (2006.0) SHAN11	China (2006.0) SHAN11	6.400799999999999e-05	5.7091e-06
GCA_000325305.1_ASM32530v1_genomic	MGJZ9	1998.0	-23	Mongolia	Govi-Altai	46.8250388	103.8499736	45.3463139	95.9325806	Antiqua	3.ANT	3.ANT2	SAMN02403099	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	3.0	Asia	1998.0	23.0	0.0	45.3463139	95.9325806		terminal	2.36e-08	100.0	HIGH	-23	NA	NA	Mongolia	Govi-Altai	3.ANT	3.ANT2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.8250388	103.8499736	45.3463139	95.9325806	POINT (95.93258059999999 45.3463139)	2.0	0.09967474159999999	6.68848	NA	NA	NA	0.014902450422218499	5842.784650812329	87.07180858642995	1998.0	1998.0	5.92661e-05	129.0	5.92661e-05	#1acee3	5105.081769999999	129.0	1998.0	0.0	0.0	Mongolia (1998.0) MGJZ9	Mongolia (1998.0) MGJZ9	5.92661e-05	8.280599999999998e-06
GCA_000325285.1_ASM32528v1_genomic	MGJZ7	1997.0	-24	Mongolia	Dornogovi	46.8250388	103.8499736	44.4179637	109.7783753	Antiqua	3.ANT	3.ANT2	SAMN02403098	KEEP: Assembly Modern Cui 2013 Keller 2019	3.0	Asia	1997.0	24.0	0.0	44.4179637	109.7783753		terminal	2.1232e-06	100.0	HIGH	-24	NA	NA	Mongolia	Dornogovi	3.ANT	3.ANT2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.8250388	103.8499736	44.4179637	109.7783753	POINT (109.7783753 44.4179637)	2.0	8.9673479392	133.474	NA	NA	NA	0.06718423018115888	0.0	0.0	1997.0	1997.0	5.87706e-05	127.0	5.87706e-05	#1acee3	5104.081289999999	127.0	1997.0	0.0	0.0	Mongolia (1997.0) MGJZ7	Mongolia (1997.0) MGJZ7	5.87706e-05	7.7851e-06
GCA_000325225.1_ASM32522v1_genomic	MGJZ12	2002.0	-19	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT1	SAMN02403095	KEEP: Assembly Modern Cui 2013 Keller 2019	4.0	Asia	2002.0	19.0	0.0	48.5470083	89.8549358		terminal	3.6541e-06	100.0	HIGH	-19	NA	NA	Mongolia	Bayan-Ölgii	4.ANT	4.ANT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.8250388	103.8499736	48.5470083	89.8549358	POINT (89.85493580000001 48.5470083)	3.0	15.4331132746	233.09	NA	NA	NA	0.06621096260929255	27.68942493110497	1.8333434787862042	2002.0	2002.0	5.7347300000000006e-05	120.0	5.7347300000000006e-05	#4df3ce	5109.0812	120.0	2002.0	0.0	0.0	Mongolia (2002.0) MGJZ12	Mongolia (2002.0) MGJZ12	5.7347300000000006e-05	8.485e-06
GCA_000325205.1_ASM32520v1_genomic	MGJZ11	2000.0	-21	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	Antiqua	3.ANT	3.ANT2	SAMN02403094	KEEP: Assembly Modern Cui 2013 Keller 2019	3.0	Asia	2000.0	21.0	0.0	48.5470083	89.8549358		terminal	7.077e-07	100.0	HIGH	-21	NA	NA	Mongolia	Bayan-Ölgii	3.ANT	3.ANT2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.8250388	103.8499736	48.5470083	89.8549358	POINT (89.85493580000001 48.5470083)	3.0	2.9889751962	8.68848	NA	NA	NA	0.3440158918706149	0.0	0.0	2000.0	2000.0	5.99502e-05	128.0	5.99502e-05	#1acee3	5107.081769999999	128.0	2000.0	0.0	0.0	Mongolia (2000.0) MGJZ11	Mongolia (2000.0) MGJZ11	5.99502e-05	8.964699999999999e-06
GCA_000325185.1_ASM32518v1_genomic	M0000002	2001.0	-20	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Microtus	0.PE	0.PE4m	SAMN02403093	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	Asia	2001.0	20.0	0.0	35.40709525	95.95211573241954		terminal	7.077e-07	100.0	HIGH	-20	NA	NA	China	Qinghai	0.PE	0.PE4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	10.0	2.9889751962	56.4615	NA	NA	NA	0.052938288855237645	0.0	0.0	2001.0	2001.0	5.876310000000001e-05	24.0	5.876310000000001e-05	#4c4ffc	5108.0825	24.0	2001.0	0.0	0.0	China (2001.0) M0000002	China (2001.0) M0000002	5.876310000000001e-05	5.67465e-05
GCA_000325165.1_ASM32516v1_genomic	K21985002	1985.0	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	1.IN	1.IN1	SAMN02403092	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1985.0	36.0	0.0	42.4804953	85.4633464		terminal	2.831e-06	100.0	HIGH	-36	NA	NA	China	Xinjiang	1.IN	1.IN1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	42.4804953	85.4633464	POINT (85.46334640000001 42.4804953)	8.0	11.956745486	396.968	NA	NA	NA	0.030120174638761814	0.0	0.0	1985.0	1985.0	5.7564399999999994e-05	76.0	5.7564399999999994e-05	#ff4f28	5092.080899999999	76.0	1985.0	0.0	0.0	China (1985.0) K21985002	China (1985.0) K21985002	5.7564399999999994e-05	2.831e-06
GCA_000325105.1_ASM32510v1_genomic	J1963002	1963.0	-58	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Medievalis	2.MED	2.MED3	SAMN02403089	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1963.0	58.0	0.0	38.0000001	101.9999999		terminal	2.359e-07	100.0	HIGH	-58	NA	NA	China	Gansu	2.MED	2.MED3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	38.0000001	101.9999999	POINT (101.9999999 38.0000001)	4.0	0.9963250654	84.2044	NA	NA	NA	0.011832220945698798	0.0	0.0	1963.0	1963.0	6.254529999999999e-05	148.0	6.254529999999999e-05	#b3f396	5070.081299999999	148.0	1963.0	0.0	0.0	China (1963.0) J1963002	China (1963.0) J1963002	6.254529999999999e-05	4.2464e-06
GCA_000325065.1_ASM32506v1_genomic	I1994006	1994.0	-27	China	Hebei	35.000074	104.999927	39.0000001	116.0	Medievalis	2.MED	2.MED3	SAMN02403087	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1994.0	27.0	0.0	39.0000001	116.0		terminal	9.437e-07	100.0	HIGH	-27	NA	NA	China	Hebei	2.MED	2.MED3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	39.0000001	116.0	POINT (116 39.0000001)	1.0	3.9857226122	65.5635	NA	NA	NA	0.060791791350370245	123.5227574451497	7.509169697627933	1994.0	1994.0	6.443269999999999e-05	152.0	6.443269999999999e-05	#b3f396	5101.081999999999	152.0	1994.0	0.0	0.0	China (1994.0) I1994006	China (1994.0) I1994006	6.443269999999999e-05	6.1338e-06
GCA_000325045.1_ASM32504v1_genomic	I1991001	1991.0	-30	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403086	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1991.0	30.0	0.0	43.2443242	114.3251664		terminal	1.1796e-06	100.0	HIGH	-30	NA	NA	China	Inner Mongolia	2.MED	2.MED3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.3251664	POINT (114.3251664 43.2443242)	7.0	4.9820476776	26.7782	NA	NA	NA	0.18604863947539416	0.0	0.0	1991.0	1991.0	6.516399999999999e-05	153.0	6.516399999999999e-05	#b3f396	5098.0819999999985	153.0	1991.0	0.0	0.0	China (1991.0) I1991001	China (1991.0) I1991001	6.516399999999999e-05	6.8651e-06
GCA_000325005.1_ASM32500v1_genomic	I1969003	1969.0	-52	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403084	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1969.0	52.0	0.0	37.0000001	105.9999999		terminal	7.077e-07	100.0	HIGH	-52	NA	NA	China	Ningxia	2.MED	2.MED3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	37.0000001	105.9999999	POINT (105.9999999 37.0000001)	1.0	2.9889751962	90.2044	NA	NA	NA	0.03313558092731619	123.76684029091133	4.10108615257771	1969.0	1969.0	6.301709999999999e-05	147.0	6.301709999999999e-05	#b3f396	5076.081299999999	147.0	1969.0	0.0	0.0	China (1969.0) I1969003	China (1969.0) I1969003	6.301709999999999e-05	4.7182e-06
GCA_000324985.1_ASM32498v1_genomic	I160001	1987.0	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02403083	KEEP: Assembly Modern Cui 2013	2.0	Asia	1987.0	34.0	0.0	42.4804953	85.4633464		terminal	1.6514e-06	100.0	HIGH	-34	NA	NA	China	Xinjiang	2.MED	2.MED2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	42.4804953	85.4633464	POINT (85.46334640000001 42.4804953)	8.0	6.9746978084	686.886	NA	NA	NA	0.01015408351371261	0.0	0.0	1987.0	1987.0	6.19122e-05	157.0	6.19122e-05	#b3f396	5094.080899999999	157.0	1987.0	0.0	0.0	China (1987.0) I160001	China (1987.0) I160001	6.19122e-05	3.6132999999999998e-06
GCA_000324945.1_ASM32494v1_genomic	H1958004	1958.0	-63	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Medievalis	2.MED	2.MED3	SAMN02403081	KEEP: Assembly Modern Cui 2013	2.0	Asia	1958.0	63.0	0.0	42.9995032	125.9816054		terminal	2.3591e-06	100.0	HIGH	-63	NA	NA	China	Jilin	2.MED	2.MED3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	42.9995032	125.9816054	POINT (125.9816054 42.9995032)	2.0	9.9636730046	215.038	NA	NA	NA	0.04633447578846529	94.91261735082706	4.3977263706617675	1958.0	1958.0	6.41967e-05	149.0	6.41967e-05	#b3f396	5065.081899999999	149.0	1958.0	0.0	0.0	China (1958.0) H1958004	China (1958.0) H1958004	6.41967e-05	5.8978e-06
GCA_000324905.1_ASM32490v1_genomic	G1996010	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403079	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1996.0	25.0	0.0	29.8556443	90.8749807		terminal	2.3591e-06	100.0	HIGH	-25	NA	NA	China	Tibet	2.ANT	2.ANT2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.8749807	POINT (90.87498069999999 29.8556443)	4.0	9.9636730046	316.5	NA	NA	NA	0.03148079938262244	0.0	0.0	1996.0	1996.0	6.0917499999999994e-05	131.0	6.0917499999999994e-05	#80ffb4	5103.0809	131.0	1996.0	0.0	0.0	China (1996.0) G1996010	China (1996.0) G1996010	6.0917499999999994e-05	7.5728e-06
GCA_000324725.1_ASM32472v1_genomic	D1982001	1982.0	-39	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	1.IN	1.IN2	SAMN02403071	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1.0	Asia	1982.0	39.0	0.0	38.0000001	101.9999999		terminal	7.077e-07	100.0	HIGH	-39	NA	NA	China	Gansu	1.IN	1.IN2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	38.0000001	101.9999999	POINT (101.9999999 38.0000001)	4.0	2.9889751962	49.3739	NA	NA	NA	0.06053755519009032	204.49363854330431	12.379544929337666	1982.0	1982.0	5.831929999999999e-05	81.0	5.831929999999999e-05	#ff4f28	5089.081799999998	81.0	1982.0	0.0	0.0	China (1982.0) D1982001	China (1982.0) D1982001	5.831929999999999e-05	3.5859e-06
GCA_000324705.1_ASM32470v1_genomic	D1964002	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403070	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954		terminal	4.718e-07	100.0	HIGH	-57	NA	NA	China	Qinghai	1.IN	1.IN2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	10.0	1.9926501308	27.0603	NA	NA	NA	0.07363739983666108	0.0	0.0	1964.0	1964.0	5.8106999999999984e-05	83.0	5.8106999999999984e-05	#ff4f28	5071.081809999999	83.0	1964.0	0.0	0.0	China (1964.0) D1964002	China (1964.0) D1964002	5.8106999999999984e-05	3.3735999999999998e-06
GCA_000324665.1_ASM32466v1_genomic	CMCCN010025	2000.0	-21	China	Sečuán	35.000074	104.999927	30.5000001	102.4999999	Microtus	0.PE	0.PE4m	SAMN02403068	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	Asia	2000.0	21.0	0.0	30.5000001	102.4999999		terminal	2.36e-08	100.0	HIGH	-21	NA	NA	China	Sečuán	0.PE	0.PE4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	30.5000001	102.4999999	POINT (102.4999999 30.5000001)	1.0	0.09967474159999999	55.4615	NA	NA	NA	0.0017971879880637918	8214.227049831974	14.7625101851867	2000.0	2000.0	5.8079000000000004e-05	23.0	5.8079000000000004e-05	#4c4ffc	5107.0825	23.0	2000.0	0.0	0.0	China (2000.0) CMCCN010025	China (2000.0) CMCCN010025	5.8079000000000004e-05	5.60624e-05
GCA_000324525.1_ASM32452v1_genomic	CMCC93014	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Microtus	0.PE	0.PE4m	SAMN02403061	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	Asia	1970.0	51.0	0.0	43.2443242	114.3251664		terminal	8.493e-06	100.0	HIGH	-51	NA	NA	China	Inner Mongolia	0.PE	0.PE4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.3251664	POINT (114.3251664 43.2443242)	7.0	35.870236458	426.263	NA	NA	NA	0.08415048094251672	0.0	0.0	1970.0	1970.0	6.305570000000001e-05	21.0	6.305570000000001e-05	#4c4ffc	5077.083	21.0	1970.0	0.0	0.0	China (1970.0) CMCC93014	China (1970.0) CMCC93014	6.305570000000001e-05	6.10391e-05
GCA_000324505.1_ASM32450v1_genomic	CMCC92010	1971.0	-50	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403060	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1971.0	50.0	0.0	43.2443242	114.3251664		terminal	4.0106e-06	100.0	HIGH	-50	NA	NA	China	Inner Mongolia	2.ANT	2.ANT3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.3251664	POINT (114.3251664 43.2443242)	7.0	16.9387931636	670.886	NA	NA	NA	0.025248392668202946	0.0	0.0	1971.0	1971.0	6.183769999999999e-05	136.0	6.183769999999999e-05	#80ffb4	5078.080899999999	136.0	1971.0	0.0	0.0	China (1971.0) CMCC92010	China (1971.0) CMCC92010	6.183769999999999e-05	8.493e-06
GCA_000324485.1_ASM32448v1_genomic	CMCC92004	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403059	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	Asia	1957.0	64.0	0.0	43.2443242	114.3251664		terminal	2.1232e-06	100.0	HIGH	-64	NA	NA	China	Inner Mongolia	2.MED	2.MED3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	43.2443242	114.3251664	POINT (114.3251664 43.2443242)	7.0	8.9673479392	166.119	NA	NA	NA	0.053981470748078186	0.0	0.0	1957.0	1957.0	6.419669999999999e-05	150.0	6.419669999999999e-05	#b3f396	5064.081899999999	150.0	1957.0	0.0	0.0	China (1957.0) CMCC92004	China (1957.0) CMCC92004	6.419669999999999e-05	5.8978e-06
