sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	branch_support_char	node_type	branch_length	branch_support	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_branch_major	mugration_branch_minor	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_branch_major_confidence	mugration_branch_minor_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	geometry	geometry_size	branch_length_sub	branch_length_time	sub_rate	geo_rate_sub	geo_rate_time	rate_sub	rate_sub_year	rate_geo_sub	rate_geo_time	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	branch_major_color	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain	root_rtt_dist	clade_rtt_dist
GCA_000268705.1_ASM26870v1_genomic	PY-32	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141467	KEEP: Assembly Modern	1.0	South America	2010.0	11.0	0.0	-8.0	-78.5	Human		terminal	4.711e-07	100.0	HIGH	-11	NA	NA	Peru	La Libertad	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-8.0	-78.5	POINT (-78.5 -8)	47.0	1.9923280678	87.4189	NA	NA	NA	5.388994828349476e-09	0.022790587250583114	0.0	0.0	2010.0	2010.0	7.241079999999997e-05	562.0	7.241079999999997e-05	#ff0000	5266.91544	562.0	2010.0	0.0	0.0	Peru (2010.0) PY-32	Peru (2010.0) PY-32	7.241079999999997e-05	5.623699999999999e-06
GCA_000268505.1_ASM26850v1_genomic	PY-16	2009.0	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141463	KEEP: Assembly Modern	1.0	South America	2009.0	12.0	0.0	-8.0	-78.5	Human		terminal	2.5821e-06	100.0	HIGH	-12	NA	NA	Peru	La Libertad	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-8.0	-78.5	POINT (-78.5 -8)	47.0	10.9199539458	152.411	NA	NA	NA	1.694169056039262e-08	0.07164806966557531	18.135269573658693	1.2993570578174864	2009.0	2009.0	7.423279999999999e-05	546.0	7.423279999999999e-05	#ff0000	5265.9152	546.0	2009.0	0.0	0.0	Peru (2009.0) PY-16	Peru (2009.0) PY-16	7.423279999999999e-05	7.445699999999999e-06
GCA_000268645.1_ASM26864v1_genomic	PY-15	2009.0	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141462	KEEP: Assembly Modern	1.0	South America	2009.0	12.0	0.0	-8.0	-78.5	Human		terminal	1.1778e-06	100.0	HIGH	-12	NA	NA	Peru	La Libertad	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-8.0	-78.5	POINT (-78.5 -8)	47.0	4.9810316244	117.352	NA	NA	NA	1.0036471470447883e-08	0.0424452214227282	0.0	0.0	2009.0	2009.0	7.318459999999997e-05	568.0	7.318459999999997e-05	#ff0000	5265.91514	568.0	2009.0	0.0	0.0	Peru (2009.0) PY-15	Peru (2009.0) PY-15	7.318459999999997e-05	6.397499999999999e-06
GCA_000268465.1_ASM26846v1_genomic	PY-13	2008.0	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141460	KEEP: Assembly Modern	1.0	South America	2008.0	13.0	0.0	-6.25	-78.833333	Human		terminal	1.4134e-06	100.0	HIGH	-13	NA	NA	Peru	Cajamarca	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-6.25	-78.833333	POINT (-78.833333 -6.25)	18.0	5.977407113200001	75.7824	NA	NA	NA	1.8650768516172622e-08	0.07887592783020861	33.13080484374143	2.613222971811675	2008.0	2008.0	7.372769999999998e-05	552.0	7.372769999999998e-05	#ff0000	5264.915430000001	552.0	2008.0	0.0	0.0	Peru (2008.0) PY-13	Peru (2008.0) PY-13	7.372769999999998e-05	6.9406e-06
GCA_000268625.1_ASM26862v1_genomic	PY-12	2008.0	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141459	KEEP: Assembly Modern	1.0	South America	2008.0	13.0	0.0	-6.25	-78.833333	Human		terminal	2.356e-07	100.0	HIGH	-13	NA	NA	Peru	Cajamarca	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-6.25	-78.833333	POINT (-78.833333 -6.25)	18.0	0.9963754887999999	57.3792	NA	NA	NA	4.106017511572138e-09	0.017364750446154705	0.0	0.0	2008.0	2008.0	7.243229999999995e-05	599.0	7.243229999999995e-05	#ff0000	5264.915540000001	599.0	2008.0	0.0	0.0	Peru (2008.0) PY-12	Peru (2008.0) PY-12	7.243229999999995e-05	5.6452e-06
GCA_000268605.1_ASM26860v1_genomic	PY-11	2007.0	-14	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141458	KEEP: Assembly Modern	1.0	South America	2007.0	14.0	0.0	-6.25	-78.833333	Human		terminal	4.711e-07	100.0	HIGH	-14	NA	NA	Peru	Cajamarca	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-6.25	-78.833333	POINT (-78.833333 -6.25)	18.0	1.9923280678	150.411	NA	NA	NA	3.1320847544395024e-09	0.01324589337083059	0.0	0.0	2007.0	2007.0	7.171509999999998e-05	544.0	7.171509999999998e-05	#ff0000	5263.9152	544.0	2007.0	0.0	0.0	Peru (2007.0) PY-11	Peru (2007.0) PY-11	7.171509999999998e-05	4.927999999999999e-06
GCA_000268445.1_ASM26844v1_genomic	PY-10	2006.0	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141457	KEEP: Assembly Modern	1.0	South America	2006.0	15.0	0.0	-6.25	-78.833333	Human		terminal	7.016e-07	100.0	HIGH	-15	NA	NA	Peru	Cajamarca	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-6.25	-78.833333	POINT (-78.833333 -6.25)	18.0	2.9671351568	60.6314	NA	NA	NA	1.1571561929957084e-08	0.04893726941485765	0.0	0.0	2006.0	2006.0	7.286309999999995e-05	595.0	7.286309999999995e-05	#ff0000	5262.915440000001	595.0	2006.0	0.0	0.0	Peru (2006.0) PY-10	Peru (2006.0) PY-10	7.286309999999995e-05	6.076e-06
GCA_000268425.1_ASM26842v1_genomic	PY-09	2006.0	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141456	KEEP: Assembly Modern	1.0	South America	2006.0	15.0	0.0	-6.25	-78.833333	Human		terminal	7.067e-07	100.0	HIGH	-15	NA	NA	Peru	Cajamarca	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-6.25	-78.833333	POINT (-78.833333 -6.25)	18.0	2.9887035566000004	63.3696	NA	NA	NA	1.1152035045195174e-08	0.04716304910556482	0.0	0.0	2006.0	2006.0	7.338099999999995e-05	598.0	7.338099999999995e-05	#ff0000	5262.91544	598.0	2006.0	0.0	0.0	Peru (2006.0) PY-09	Peru (2006.0) PY-09	7.338099999999995e-05	6.5939000000000005e-06
GCA_000268405.1_ASM26840v1_genomic	PY-08	2006.0	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141455	KEEP: Assembly Modern	1.0	South America	2006.0	15.0	0.0	-6.25	-78.833333	Human		terminal	7.059e-07	100.0	HIGH	-15	NA	NA	Peru	Cajamarca	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-6.25	-78.833333	POINT (-78.833333 -6.25)	18.0	2.9853202782	60.6314	NA	NA	NA	1.1642482278159501e-08	0.04923719851759979	0.0	0.0	2006.0	2006.0	7.286739999999995e-05	594.0	7.286739999999995e-05	#ff0000	5262.915440000001	594.0	2006.0	0.0	0.0	Peru (2006.0) PY-08	Peru (2006.0) PY-08	7.286739999999995e-05	6.0803e-06
GCA_001188675.1_ASM118867v1_genomic	790	[1961:1976]	[-60:-45]	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT3	SAMN02769799	KEEP: Assembly Modern Zgenti 2015 Keller 2019	0.0	Asia	1968.5	52.5	7.5	41.5089324	74.724091	NA		terminal	7.067e-07	100.0	HIGH	-60	{45,60}	{-60,-45}	Kyrgyzstan	Kyrgyzstan	0.ANT	0.ANT3	1.0	1.0	1.0	0.4	0.4018702944251977	0.4018702944251977	1.0	1.0	41.5089324	74.724091	41.5089324	74.724091	POINT (74.724091 41.5089324)	4.0	2.9887035566000004	106.62	NA	NA	NA	6.628212342900019e-09	0.028031359562933785	63.49850587639522	1.7799494499302984	1961.0	1976.0	5.7243699999999995e-05	204.0	5.7243699999999995e-05	#1996f3	5217.9156	204.0	1961.0	0.0	15.0	Kyrgyzstan (1961:1976) 790	Kyrgyzstan (1961:1976) 790	5.7243699999999995e-05	1.4615599999999996e-05
GCA_000590535.1_EV_NIIEG_genomic	EV NIIEG	1941.0	-80	Russia	Kirov Oblast	64.6863136	97.7453061	57.9665589	49.4074599	Orientalis	1.ORI	1.ORI3	SAMN02598688	KEEP: Assembly Modern	1.0	Europe	1941.0	80.0	0.0	57.9665589	49.4074599	NA		terminal	3.4941e-06	100.0	HIGH	-80	NA	NA	Russia	Kirov Oblast	1.ORI	1.ORI3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	57.9665589	49.4074599	POINT (49.4074599 57.9665589)	2.0	14.7768913218	184.008	NA	NA	NA	1.8988848310943002e-08	0.08030570041411243	0.0	0.0	1941.0	1941.0	7.384319999999999e-05	531.0	7.384319999999999e-05	#ff0000	5197.915400000001	531.0	1941.0	0.0	0.0	Russia (1941.0) EV NIIEG	Russia (1941.0) EV NIIEG	7.384319999999999e-05	7.0561e-06
GCA_000590535.2_ASM59053v2_genomic	EV NIIEG	1941.0	-80	Russia	Kirov Oblast	64.6863136	97.7453061	57.9665589	49.4074599	Orientalis	1.ORI	1.ORI3	SAMN02598688	KEEP: Assembly Modern	1.0	Europe	1941.0	80.0	0.0	57.9665589	49.4074599	NA		terminal	2.36e-08	100.0	HIGH	-80	NA	NA	Russia	Kirov Oblast	1.ORI	1.ORI3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	57.9665589	49.4074599	POINT (49.4074599 57.9665589)	2.0	0.0998067128	184.008	NA	NA	NA	1.2825529324811964e-10	0.0005424042041650362	0.0	0.0	1941.0	1941.0	6.996619999999999e-05	530.0	6.996619999999999e-05	#ff0000	5197.915400000001	530.0	1941.0	0.0	0.0	Russia (1941.0) EV NIIEG	Russia (1941.0) EV NIIEG	6.996619999999999e-05	3.1791e-06
GCA_000311885.1_ASM31188v1_genomic	INS	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02403946	KEEP: Assembly Modern	1.0	South America	2010.0	11.0	0.0	-8.0	-78.5	Human		terminal	2.356e-07	100.0	HIGH	-11	NA	NA	Peru	La Libertad	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-6.8699697	-75.0458515	-8.0	-78.5	POINT (-78.5 -8)	47.0	0.9963754887999999	83.4659	NA	NA	NA	2.822709633515004e-09	0.011937515665679035	0.0	0.0	2010.0	2010.0	7.173439999999998e-05	575.0	7.173439999999998e-05	#ff0000	5266.915440000001	575.0	2010.0	0.0	0.0	Peru (2010.0) INS	Peru (2010.0) INS	7.173439999999998e-05	4.9473e-06
GCA_000255855.1_ASM25585v1_genomic	AS200902147	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831187	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Non-Human		terminal	2.356e-07	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	0.9963754887999999	5.02213	NA	NA	NA	4.6912365868665286e-08	0.19839699267044061	0.0	0.0	2009.0	2009.0	7.156929999999999e-05	520.0	7.156929999999999e-05	#ff0000	5265.915599999999	520.0	2009.0	0.0	0.0	United States of America (2009.0) AS200902147	United States of America (2009.0) AS200902147	7.156929999999999e-05	4.7822000000000006e-06
GCA_000255835.1_ASM25583v1_genomic	BA200902009	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831186	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Human		terminal	2.356e-07	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	0.9963754887999999	11.1149	NA	NA	NA	2.119677190078183e-08	0.08964322565205264	0.0	0.0	2009.0	2009.0	7.086259999999999e-05	518.0	7.086259999999999e-05	#ff0000	5265.915569999999	518.0	2009.0	0.0	0.0	United States of America (2009.0) BA200902009	United States of America (2009.0) BA200902009	7.086259999999999e-05	4.0755e-06
GCA_000255815.1_ASM25581v1_genomic	BA200901990	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831185	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Human		terminal	2.36e-08	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	0.0998067128	11.1149	NA	NA	NA	2.123275962896652e-09	0.008979542128134305	0.0	0.0	2009.0	2009.0	7.065059999999998e-05	517.0	7.065059999999998e-05	#ff0000	5265.915569999999	517.0	2009.0	0.0	0.0	United States of America (2009.0) BA200901990	United States of America (2009.0) BA200901990	7.065059999999998e-05	3.8635e-06
GCA_000255735.1_ASM25573v1_genomic	BA200901799	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831184	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Human		terminal	7.067e-07	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	2.9887035566000004	116.295	NA	NA	NA	6.076787480115225e-09	0.02569932977858034	0.0	0.0	2009.0	2009.0	6.944909999999999e-05	512.0	6.944909999999999e-05	#ff0000	5265.9151	512.0	2009.0	0.0	0.0	United States of America (2009.0) BA200901799	United States of America (2009.0) BA200901799	6.944909999999999e-05	2.662e-06
GCA_000255795.1_ASM25579v1_genomic	BA200901703	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831183	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Human		terminal	4.711e-07	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	1.9923280678	40.2167	NA	NA	NA	1.1714039192673689e-08	0.04953981972165791	0.0	0.0	2009.0	2009.0	7.017939999999998e-05	516.0	7.017939999999998e-05	#ff0000	5265.915515	516.0	2009.0	0.0	0.0	United States of America (2009.0) BA200901703	United States of America (2009.0) BA200901703	7.017939999999998e-05	3.3923e-06
GCA_000255755.1_ASM25575v1_genomic	AS200901539	2009.0	-12	United States of America	Nevada	39.7837304	-100.4458825	39.5158825	-116.8537227	Orientalis	1.ORI	1.ORI1	SAMN01831182	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	39.5158825	-116.8537227	Non-Human		terminal	2.1201e-06	100.0	HIGH	-12	NA	NA	United States of America	Nevada	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	39.5158825	-116.8537227	POINT (-116.8537227 39.5158825)	1.0	8.966110669799999	107.653	NA	NA	NA	1.9693831105496362e-08	0.08328714174059244	123.64048606392853	10.29766268768216	2009.0	2009.0	7.135729999999998e-05	514.0	7.135729999999998e-05	#ff0000	5265.915515	514.0	2009.0	0.0	0.0	United States of America (2009.0) AS200901539	United States of America (2009.0) AS200901539	7.135729999999998e-05	4.5702e-06
GCA_000255895.1_ASM25589v1_genomic	AS200901509	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831181	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Non-Human		terminal	2.36e-08	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	0.0998067128	5.02213	NA	NA	NA	4.6992013348917695e-09	0.019873382966988113	0.0	0.0	2009.0	2009.0	7.138089999999998e-05	522.0	7.138089999999998e-05	#ff0000	5265.915599999999	522.0	2009.0	0.0	0.0	United States of America (2009.0) AS200901509	United States of America (2009.0) AS200901509	7.138089999999998e-05	4.593800000000001e-06
GCA_000255875.1_ASM25587v1_genomic	AS200901434	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831180	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Non-Human		terminal	2.356e-07	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	0.9963754887999999	5.02213	NA	NA	NA	4.6912365868665286e-08	0.19839699267044061	0.0	0.0	2009.0	2009.0	7.159289999999998e-05	521.0	7.159289999999998e-05	#ff0000	5265.915599999999	521.0	2009.0	0.0	0.0	United States of America (2009.0) AS200901434	United States of America (2009.0) AS200901434	7.159289999999998e-05	4.805800000000001e-06
GCA_000255775.1_ASM25577v1_genomic	AS200901156	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831179	KEEP: Assembly Modern	1.0	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Non-Human		terminal	2.356e-07	100.0	HIGH	-12	NA	NA	United States of America	New Mexico	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	34.5708167	-105.993007	POINT (-105.993007 34.5708167)	10.0	0.9963754887999999	40.2167	NA	NA	NA	5.858262860950798e-09	0.024775167748721297	0.0	0.0	2009.0	2009.0	6.994389999999999e-05	515.0	6.994389999999999e-05	#ff0000	5265.915515	515.0	2009.0	0.0	0.0	United States of America (2009.0) AS200901156	United States of America (2009.0) AS200901156	6.994389999999999e-05	3.1568e-06
GCA_000182485.1_ASM18248v1_genomic	Nepal516	1967.0	-54	Nepal	Gandaki Pradesh	28.1083929	84.0917139	28.3840962	84.03632755245305	Antiqua	2.ANT	2.ANT1	SAMN02403941	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2.0	Asia	1967.0	54.0	0.0	28.3840962	84.03632755245305	Human		terminal	2.5912e-06	100.0	HIGH	-54	NA	NA	Nepal	Gandaki Pradesh	2.ANT	2.ANT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.1083929	84.0917139	28.3840962	84.03632755245305	POINT (84.03632755245305 28.3840962)	1.0	10.9584387376	118.562	NA	NA	NA	2.1855231861810698e-08	0.0924279173563199	0.0	0.0	1967.0	1967.0	7.075469999999999e-05	262.0	7.075469999999999e-05	#80ffb4	5223.916399999999	262.0	1967.0	0.0	0.0	Nepal (1967.0) Nepal516	Nepal (1967.0) Nepal516	7.075469999999999e-05	1.25452e-05
GCA_000181455.2_ASM18145v2_genomic	CA88-4125	1988.0	-33	United States of America	California	39.7837304	-100.4458825	36.7014631	-118.755997	Orientalis	1.ORI	1.ORI1	SAMN02403940	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	1.0	North America	1988.0	33.0	0.0	36.7014631	-118.755997	Human		terminal	1.6489e-06	100.0	HIGH	-33	NA	NA	United States of America	California	1.ORI	1.ORI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.7837304	-100.4458825	36.7014631	-118.755997	POINT (-118.755997 36.7014631)	3.0	6.9733596922	215.154	NA	NA	NA	7.663812896808798e-09	0.03241101579426829	0.0	0.0	1988.0	1988.0	6.9873e-05	505.0	6.9873e-05	#ff0000	5244.9159	505.0	1988.0	0.0	0.0	United States of America (1988.0) CA88-4125	United States of America (1988.0) CA88-4125	6.9873e-05	3.0859e-06
GCA_000325485.1_ASM32548v1_genomic	YN663	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403108	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human		terminal	4.711e-07	100.0	HIGH	-39	NA	NA	China	Yunnan	1.ORI	1.ORI2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	POINT (102 25)	18.0	1.9923280678	41.6776	NA	NA	NA	1.130343397892393e-08	0.04780333003339924	0.0	0.0	1982.0	1982.0	7.23368e-05	498.0	7.23368e-05	#ff0000	5238.915400000001	498.0	1982.0	0.0	0.0	China (1982.0) YN663	China (1982.0) YN663	7.23368e-05	5.5496999999999996e-06
GCA_000325465.1_ASM32546v1_genomic	YN472	1957.0	-64	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403107	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1957.0	64.0	0.0	25.0	102.0	Non-Human		terminal	1.6489e-06	100.0	HIGH	-64	NA	NA	China	Yunnan	1.IN	1.IN3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	POINT (102 25)	18.0	6.9733596922	179.132	NA	NA	NA	9.204943840296541e-09	0.03892860958511042	0.0	0.0	1957.0	1957.0	6.42825e-05	479.0	6.42825e-05	#ff4f28	5213.9161	479.0	1957.0	0.0	0.0	China (1957.0) YN472	China (1957.0) YN472	6.42825e-05	4.5859e-06
GCA_000325445.1_ASM32544v1_genomic	YN2588	2000.0	-21	China	Guangxi Zhuang	35.000074	104.999927	24.0	109.0	Orientalis	1.ORI	1.ORI2	SAMN02403106	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	2000.0	21.0	0.0	24.0	109.0	Non-Human		terminal	4.698e-07	100.0	HIGH	-21	NA	NA	China	Guangxi Zhuang	1.ORI	1.ORI2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	24.0	109.0	POINT (109 24)	1.0	1.9868302404	42.3637	NA	NA	NA	1.1089682912493478e-08	0.04689935582586035	360.81012226810236	16.921762309823908	2000.0	2000.0	7.29553e-05	493.0	7.29553e-05	#ff0000	5256.915500000001	493.0	2000.0	0.0	0.0	China (2000.0) YN2588	China (2000.0) YN2588	7.29553e-05	6.1682e-06
GCA_000325425.1_ASM32542v1_genomic	YN2551	2002.0	-19	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403105	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	2002.0	19.0	0.0	25.0	102.0	Non-Human		terminal	5.01e-08	100.0	HIGH	-19	NA	NA	China	Yunnan	1.ORI	1.ORI2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	POINT (102 25)	18.0	0.21187780979999998	44.3637	NA	NA	NA	1.129301658788604e-09	0.004775927386579568	0.0	0.0	2002.0	2002.0	7.23e-05	491.0	7.23e-05	#ff0000	5258.915500000001	491.0	2002.0	0.0	0.0	China (2002.0) YN2551	China (2002.0) YN2551	7.23e-05	5.512899999999999e-06
GCA_000325405.1_ASM32540v1_genomic	YN2179	1995.0	-26	Myanmar	NA	17.1750495	95.9999652	NA	NA	Orientalis	1.ORI	1.ORI2	SAMN02403104	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1995.0	26.0	0.0	17.1750495	95.9999652	Non-Human		terminal	2.9872e-06	100.0	HIGH	-26	NA	NA	Myanmar	Myanmar	1.ORI	1.ORI2	1.0	1.0	1.0	0.84	0.8416631176754	0.8416631176754	1.0	1.0	17.1750495	95.9999652	17.1750495	95.9999652	POINT (95.99996520000001 17.1750495)	1.0	12.6331615456	154.504	NA	NA	NA	1.9334127271785844e-08	0.08176591897685498	84.65145064608808	6.921603654801276	1995.0	1995.0	7.431090000000001e-05	490.0	7.431090000000001e-05	#ff0000	5251.915300000001	490.0	1995.0	0.0	0.0	Myanmar (1995.0) YN2179	Myanmar (1995.0) YN2179	7.431090000000001e-05	7.5238e-06
GCA_000325385.1_ASM32538v1_genomic	YN1683	1977.0	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403103	KEEP: Assembly Modern Cui 2013 Keller 2019	1.0	Asia	1977.0	44.0	0.0	25.0	102.0	Non-Human		terminal	7.067e-07	100.0	HIGH	-44	NA	NA	China	Yunnan	1.IN	1.IN3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	25.0	102.0	POINT (102 25)	18.0	2.9887035566000004	183.816	NA	NA	NA	3.8446054750402575e-09	0.016259213325281806	0.0	0.0	1977.0	1977.0	6.34205e-05	484.0	6.34205e-05	#ff4f28	5233.9166000000005	484.0	1977.0	0.0	0.0	China (1977.0) YN1683	China (1977.0) YN1683	6.34205e-05	3.7238999999999996e-06
