sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist	node_type	branch_length	branch_support	branch_support_conf_char	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_continent	mugration_host_order	mugration_population	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_continent_confidence	mugration_host_order_confidence	mugration_population_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	branch_length_sub	branch_length_time	rate_sub	rate_sub_year	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain
GCA_001617805.1_Yersinia_pestis_173_genomic	173	1978.0	-43	Kazakhstan	Mangystau Region	47.2286086	65.20931970000001	43.736245200000006	53.1681252	Medievalis	2.MED	2.MED1	SAMN04376919	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1978.0	43.0	0.0	43.736245200000006	53.1681252	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (53.1681252 43.73624520000001)	7.314449999999996e-05	NA	9.752599999999997e-06	terminal	2.36e-08	0.0		LOW	-43	NA	NA	Kazakhstan	Mangystau Region	Asia	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	47.2286086	65.20931970000001	43.736245200000006	53.1681252	0.0998067128	78.9229	2.990260114618191e-10	0.001264610307021156	1978.0	1978.0	7.314449999999996e-05	365.0	7.314449999999996e-05	5235.0055059999995	365.0	1978.0	0.0	0.0	Kazakhstan (1978.0) 173	Kazakhstan (1978.0) 173
GCA_001617785.1_Yersinia_pestis_M-549_genomic	M-549	1977.0	-44	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376917	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1977.0	44.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	7.264979999999996e-05	NA	9.257899999999997e-06	terminal	7.067e-07	0.0		LOW	-44	NA	NA	Turkmenistan	Balkan	Asia	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	39.37638070000001	59.3924609	39.9353714	54.91200550000001	2.9887035566000004	142.276	4.967106187972673e-09	0.021006378845342857	1977.0	1977.0	7.264979999999996e-05	362.0	7.264979999999996e-05	5234.006106	362.0	1977.0	0.0	0.0	Turkmenistan (1977.0) M-549	Turkmenistan (1977.0) M-549
GCA_001617715.1_Yersinia_pestis_M-519_genomic	M-519	1967.0	-54	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376048	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1967.0	54.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	8.338569999999994e-05	NA	1.99938e-05	terminal	1.10744e-05	0.0		LOW	-54	NA	NA	Turkmenistan	Balkan	Asia	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	39.37638070000001	59.3924609	39.9353714	54.91200550000001	46.8347228912	263.439	4.203781520579716e-08	0.1777820402112064	1967.0	1967.0	8.338569999999994e-05	377.0	8.338569999999994e-05	5224.005606	377.0	1967.0	0.0	0.0	Turkmenistan (1967.0) M-519	Turkmenistan (1967.0) M-519
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	M-1763	2002.0	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN04376042	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Europe	2002.0	19.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2,6	Nosopsyllus laeviceps	Siphonaptera	#c5e88a	2.MED	POINT (47.608851 47.1878186)	7.729019999999997e-05	NA	1.3898299999999999e-05	terminal	4.7113e-06	0.0		LOW	-19	NA	NA	Russia	Astrakhan Oblast	Europe	Siphonaptera	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	47.1878186	47.608851	19.9245494074	488.865	9.637220909658086e-09	0.04075675167459319	2002.0	2002.0	7.729019999999997e-05	326.0	7.729019999999997e-05	5259.0064999999995	326.0	2002.0	0.0	0.0	Russia (2002.0) M-1763	Russia (2002.0) M-1763
GCA_001613895.1_ASM161389v1_genomic	KM-816	1990.0	-31	Turkmenistan	Balkan	39.37638070000001	59.3924609	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04364500	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Asia	1990.0	31.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (54.91200550000001 39.9353714)	7.517009999999998e-05	NA	1.17782e-05	terminal	1.6489e-06	0.0		LOW	-31	NA	NA	Turkmenistan	Balkan	Asia	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	39.37638070000001	59.3924609	39.9353714	54.91200550000001	6.9733596922	165.5	9.963141993957704e-09	0.04213510388036254	1990.0	1990.0	7.517009999999998e-05	327.0	7.517009999999998e-05	5247.0064999999995	327.0	1990.0	0.0	0.0	Turkmenistan (1990.0) KM-816	Turkmenistan (1990.0) KM-816
GCA_001613885.1_ASM161388v1_genomic	M-978	1990.0	-31	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN04364306	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Europe	1990.0	31.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.475179999999994e-05	NA	1.1359899999999996e-05	terminal	1.4009e-06	0.0		LOW	-31	NA	NA	Russia	Republic of Kalmykia	Europe	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	46.90171160000001	45.249161	5.9245433882	39.7531	3.524001901738481e-08	0.14903349394638404	1990.0	1990.0	7.475179999999994e-05	394.0	7.475179999999994e-05	5247.005605999999	394.0	1990.0	0.0	0.0	Russia (1990.0) M-978	Russia (1990.0) M-978
GCA_001613865.1_ASM161386v1_genomic	1116-D	1971.0	-50	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682	Medievalis	2.MED	2.MED1	SAMN04364301	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Europe	1971.0	50.0	0.0	43.1655309	44.979682	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (44.979682 43.1655309)	0.00012977439999999998	NA	6.63825e-05	terminal	5.4506e-05	0.0		LOW	-50	NA	NA	Russia	Ingushetia	Europe	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	43.1655309	44.979682	230.511215588	926.892	5.8805125084691634e-08	0.2486926368854192	1971.0	1971.0	0.00012977439999999998	356.0	0.00012977439999999998	5228.006106	356.0	1971.0	0.0	0.0	Russia (1971.0) 1116-D	Russia (1971.0) 1116-D
GCA_001601285.1_ASM160128v1_genomic	I-1996	1970.0	-51	Russia	Zabaykalsky Krai	64.6863136	97.7453061	52.248521	115.956325	Antiqua	2.ANT	2.ANT3	SAMN04357319	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Europe	1970.0	51.0	0.0	52.248521	115.956325	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus dauricus	Rodentia	#97fca7	2.ANT	POINT (115.956325 52.248521)	6.6949e-05	NA	5.4416e-06	terminal	1.6489e-06	0.0		LOW	-51	NA	NA	Russia	Zabaykalsky Krai	Europe	Rodentia	2.ANT	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	52.248521	115.956325	6.9733596922	842.211	1.9578229208594997e-09	0.008279824998961068	1970.0	1970.0	6.6949e-05	244.0	6.6949e-05	5227.0055	244.0	1970.0	0.0	0.0	Russia (1970.0) I-1996	Russia (1970.0) I-1996
GCA_001601735.1_ASM160173v1_genomic	A-1815	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN04337145	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0.0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.6	Callopsylla caspia	Siphonaptera	#5148fc	0.PE	POINT (72.14310491939636 42.4451869)	9.94846e-05	NA	9.725410000000002e-05	terminal	3.56261e-05	0.0		LOW	-41	NA	NA	Kyrgyzstan	Talas Region	Asia	Siphonaptera	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	41.5089324	74.724091	42.4451869	72.14310491939636	150.6662682578	1217.04	2.9272743706040886e-08	0.1237973018617301	1980.0	1980.0	9.948460000000001e-05	66.0	9.948460000000001e-05	5237.008	66.0	1980.0	0.0	0.0	Kyrgyzstan (1980.0) A-1815	Kyrgyzstan (1980.0) A-1815
GCA_001601675.1_ASM160167v1_genomic	C-741	1999.0	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04336076	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	Europe	1999.0	22.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 2.6	Megabothris turbidus	Siphonaptera	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	9.71625e-05	NA	9.4932e-05	terminal	2.22061e-05	0.0		LOW	-22	NA	NA	Russia	Republic of Dagestan	Europe	Siphonaptera	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	43.0883099	47.14988017944229	93.91177309780001	1052.73	2.109382272757497e-08	0.08920784350954186	1999.0	1999.0	9.71625e-05	18.0	9.71625e-05	5255.995000000001	18.0	1999.0	0.0	0.0	Russia (1999.0) C-741	Russia (1999.0) C-741
GCA_001595585.1_ASM159558v1_genomic	M-1864	2009.0	-12	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN04329024	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2.0	Europe	2009.0	12.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.403109999999994e-05	NA	1.0639199999999993e-05	terminal	2.36e-08	0.0		LOW	-12	NA	NA	Russia	Republic of Kalmykia	Europe	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	46.90171160000001	45.249161	0.0998067128	39.413	5.987872021921702e-10	0.0025323297592165024	2009.0	2009.0	7.403109999999994e-05	398.0	7.403109999999994e-05	5266.005605999999	398.0	2009.0	0.0	0.0	Russia (2009.0) M-1864	Russia (2009.0) M-1864
GCA_000834755.1_ASM83475v1_genomic	A1122	1939.0	-82	United States of America	California	39.7837304	-100.4458825	36.7014631	-118.755997	Orientalis	1.ORI	1.ORI1	SAMN03074123	KEEP: Assembly Modern	1.0	North America	1939.0	82.0	0.0	36.7014631	-118.755997	Non-Human	454 GS FLX Titanium	NA	Spermophilus beecheyi	Rodentia	#ff0000	1.ORI	POINT (-118.755997 36.7014631)	7.06243e-05	NA	3.8372e-06	terminal	9.423e-07	0.0		LOW	-82	NA	NA	United States of America	California	North America	Rodentia	1.ORI	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	39.7837304	-100.4458825	36.7014631	-118.755997	3.9850790454	207.211	4.547538499403989e-09	0.01923198597275241	1939.0	1939.0	7.06243e-05	499.0	7.06243e-05	5196.0053	499.0	1939.0	0.0	0.0	United States of America (1939.0) A1122	United States of America (1939.0) A1122
GCA_000834905.1_ASM83490v1_genomic	Java9	1957.0	-64	Indonesia	Central Java	-2.4833826	117.8902853	-7.303241199999999	110.0044145	Orientalis	1.ORI	1.ORI1	SAMN03216587	KEEP: Assembly Modern	1.0	Asia	1957.0	64.0	0.0	-7.303241199999999	110.0044145	Non-Human	454 GS FLX Titanium	NA	Rattus rattus diardi	Rodentia	#ff0000	1.ORI	POINT (110.0044145 -7.303241199999999)	7.06506e-05	NA	3.8635e-06	terminal	2.36e-08	0.0		LOW	-64	NA	NA	Indonesia	Central Java	Asia	Rodentia	1.ORI	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	-2.4833826	117.8902853	-7.303241199999999	110.0044145	0.0998067128	0.0	0.0	0.0	1957.0	1957.0	7.06506e-05	524.0	7.06506e-05	5214.0059	524.0	1957.0	0.0	0.0	Indonesia (1957.0) Java9	Indonesia (1957.0) Java9
GCA_000970105.1_ASM97010v1_genomic	KIM 5	2007.0	-14	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03160723	KEEP: Assembly Modern	2.0	Asia	2007.0	14.0	0.0	35.672803	47.0124376	Human	454 GS FLX Titanium	NA	Homo sapiens	Human	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.314449999999997e-05	NA	9.752599999999997e-06	terminal	2.36e-08	0.0		LOW	-14	NA	NA	Iran	Kurdistan	Asia	Human	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	32.6475314	54.56435160000001	35.672803	47.0124376	0.0998067128	138.467	1.7043772162320263e-10	0.000720797827641243	2007.0	2007.0	7.314449999999997e-05	350.0	7.314449999999997e-05	5264.005106	350.0	2007.0	0.0	0.0	Iran (2007.0) KIM 5	Iran (2007.0) KIM 5
GCA_001188735.1_ASM118873v1_genomic	1045	[1961:1976]	[-60:-45]	Azerbaijan	Baku	40.3936294	47.7872508	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN03943674	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2.0	Asia	1968.5	52.5	7.5	40.3754434	49.8326748	NA	NA	NA	NA	NA	#c5e88a	2.MED	POINT (49.8326748 40.3754434)	7.453429999999995e-05	NA	1.11424e-05	terminal	1.4134e-06	0.0		LOW	-45	{45,60}	{-60,-45}	Azerbaijan	Baku	Asia	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	80.0	100.0	40.3936294	47.7872508	40.3754434	49.8326748	5.977407113200001	76.9229	1.83742422607572e-08	0.07770647119648376	1961.0	1976.0	7.453429999999995e-05	364.0	7.453429999999995e-05	5233.0055059999995	364.0	1976.0	15.0	0.0	Azerbaijan (1961:1976) 1045	Azerbaijan (1961:1976) 1045
GCA_001188795.1_ASM118879v1_genomic	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019 Placement	0.0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.589450000000001e-05	NA	8.366399999999999e-05	terminal	2.5912e-06	0.0		LOW	-42.2848	{24,55}	{-55,-24}	Georgia	Samtskhe-Javakheti	Asia	Rodentia	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	80.0	100.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	10.9584387376	182.289	1.4214790799225406e-08	0.060115743339422566	1966.0	1997.0	8.58945e-05	42.0	8.58945e-05	5235.709999999999	42.0	1979.0	13.0	18.0	Georgia (1966:1997) 3067	Georgia (1966:1997) 3067
GCA_001188775.1_ASM118877v1_genomic	3770	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943654	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.495229999999999e-05	NA	8.272179999999997e-05	terminal	1.1778e-06	0.0		LOW	-55	{24,55}	{-55,-24}	Georgia	Samtskhe-Javakheti	Asia	Rodentia	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	77.0	100.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	4.9810316244	285.178	4.130052107806352e-09	0.01746639510901963	1966.0	1997.0	8.495229999999999e-05	50.0	8.495229999999999e-05	5222.994999999999	50.0	1966.0	0.0	31.0	Georgia (1966:1997) 3770	Georgia (1966:1997) 3770
GCA_001188755.1_ASM118875v1_genomic	8787	1992.0	-29	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943569	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	Asia	1992.0	29.0	0.0	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.468959999999999e-05	NA	8.245909999999997e-05	terminal	9.423e-07	0.0		LOW	-29	NA	NA	Georgia	Samtskhe-Javakheti	Asia	Rodentia	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	62.0	100.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	3.9850790454	259.069	3.637254939803681e-09	0.015382307591413869	1992.0	1992.0	8.468959999999999e-05	48.0	8.468959999999999e-05	5248.9947999999995	48.0	1992.0	0.0	0.0	Georgia (1992.0) 8787	Georgia (1992.0) 8787
GCA_001188325.1_YPY_1_genomic	14735	[1961:1976]	[-60:-45]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943539	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	Asia	1968.5	52.5	7.5	41.52653525	43.2469570403887	NA	Illumina HiSeq	Newbler v. 2.3	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.396269999999999e-05	NA	8.173219999999997e-05	terminal	4.711e-07	0.0		LOW	-45	{45,60}	{-60,-45}	Georgia	Samtskhe-Javakheti	Asia	Human	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	49.0	100.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	1.9923280678	14.0864	3.344360517946388e-08	0.14143628377726034	1961.0	1976.0	8.396269999999999e-05	30.0	8.396269999999999e-05	5232.9949	30.0	1976.0	15.0	0.0	Georgia (1961:1976) 14735	Georgia (1961:1976) 14735
GCA_001188335.1_DYA_1_genomic	G1670	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943538	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	Asia	1975.0	46.0	25.0	41.52653525	43.2469570403887	NA	Illumina HiSeq	Newbler v. 2.6	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.799099999999999e-05	NA	8.576049999999999e-05	terminal	2.356e-07	0.0		LOW	-71	{21,71}	{-71,-21}	Georgia	Samtskhe-Javakheti	Asia	Rodentia	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	55.0	100.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	0.9963754887999999	61.0316	3.8602953224231386e-09	0.01632556722746905	1950.0	2000.0	8.799099999999999e-05	46.0	8.799099999999999e-05	5206.995599999999	46.0	1950.0	0.0	50.0	Georgia (1950:2000) G1670	Georgia (1950:2000) G1670
GCA_001188815.1_ASM118881v1_genomic	2944	1975.0	-46	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.44282860000001	43.4204809	Medievalis	2.MED	2.MED1	SAMN03941711	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2.0	Europe	1975.0	46.0	0.0	43.44282860000001	43.4204809	NA	NA	NA	NA	NA	#c5e88a	2.MED	POINT (43.4204809 43.44282860000001)	7.312089999999996e-05	NA	9.728999999999996e-06	terminal	1.1778e-06	0.0		LOW	-46	NA	NA	Russia	Kabardino-Balkaria	Europe	Rodentia	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	79.0	100.0	64.6863136	97.7453061	43.44282860000001	43.4204809	4.9810316244	140.276	8.396304428412558e-09	0.03550879426559069	1975.0	1975.0	7.312089999999996e-05	361.0	7.312089999999996e-05	5232.006106	361.0	1975.0	0.0	0.0	Russia (1975.0) 2944	Russia (1975.0) 2944
GCA_001261975.1_YPW_8_IHQD_genomic	KIM 10v	[1968:2015]	[-53:-6]	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03817042	KEEP: Assembly Modern	2.0	Asia	1991.5	29.5	23.5	35.672803	47.0124376	Human	Illumina HiSeq	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.361559999999998e-05	NA	1.0223699999999997e-05	terminal	4.711e-07	0.0		LOW	-53	{6,53}	{-53,-6}	Iran	Kurdistan	Asia	Human	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	32.6475314	54.56435160000001	35.672803	47.0124376	1.9923280678	88.663	5.313377620879059e-09	0.022470794669704388	1968.0	2015.0	7.361559999999997e-05	352.0	7.361559999999997e-05	5225.005206	352.0	1968.0	0.0	47.0	Iran (1968:2015) KIM 10v	Iran (1968:2015) KIM 10v
GCA_001261985.1_YPW_3_IHQD_genomic	EV76D	[1926:2015]	[-95:-6]	Madagascar	NA	-18.9249604	46.4416422	NA	NA	Orientalis	1.ORI	1.ORI3	SAMN03816156	KEEP: Assembly Modern	1.0	Africa	1970.5	50.5	44.5	-18.9249604	46.4416422	NA	Illumina HiSeq	Newbler v. 2.6	Vaccine	NA	#ff0000	1.ORI	POINT (46.4416422 -18.9249604)	7.01558e-05	NA	3.3687e-06	terminal	9.423e-07	0.0		LOW	-95	{6,95}	{-95,-6}	Madagascar	Madagascar	Africa	Human	1.ORI	100.0	1.0	1.0	21.0	0.21966127597515206	0.21966127597515206	100.0	83.0	100.0	-18.9249604	46.4416422	-18.9249604	46.4416422	3.9850790454	169.019	5.5751128571344045e-09	0.023577698633881396	1926.0	2015.0	7.01558e-05	528.0	7.01558e-05	5183.0064999999995	528.0	1926.0	0.0	89.0	Madagascar (1926:2015) EV76D	Madagascar (1926:2015) EV76D
GCA_001188935.1_ASM118893v1_genomic	1413	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03783058	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.495229999999999e-05	NA	8.272179999999997e-05	terminal	2.36e-08	0.0		LOW	-55	{24,55}	{-55,-24}	Georgia	Samtskhe-Javakheti	Asia	Rodentia	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	63.0	100.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	0.0998067128	49.152	4.801432291666667e-10	0.0020305727701822917	1966.0	1997.0	8.495229999999999e-05	52.0	8.495229999999999e-05	5222.994999999999	52.0	1966.0	0.0	31.0	Georgia (1966:1997) 1413	Georgia (1966:1997) 1413
GCA_001188715.1_ASM118871v1_genomic	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.8294349	43.8276008	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	Asia	1968.5	52.5	7.5	40.8294349	43.8276008	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.8276008 40.8294349)	8.37272e-05	NA	8.149669999999999e-05	terminal	2.356e-07	0.0		LOW	-45	{45,60}	{-60,-45}	Armenia	Shirak Province	Asia	Human	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	49.0	100.0	40.7696272	44.6736646	40.8294349	43.8276008	0.9963754887999999	14.0864	1.6725352112676057e-08	0.07073315316901409	1961.0	1976.0	8.37272e-05	31.0	8.37272e-05	5232.9949	31.0	1976.0	15.0	0.0	Armenia (1961:1976) 1522	Armenia (1961:1976) 1522
GCA_001188695.1_ASM118869v1_genomic	1412	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03782999	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	8.495229999999999e-05	NA	8.272179999999997e-05	terminal	2.36e-08	0.0		LOW	-55	{24,55}	{-55,-24}	Georgia	Samtskhe-Javakheti	Asia	Rodentia	0.PE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	63.0	100.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	0.0998067128	49.152	4.801432291666667e-10	0.0020305727701822917	1966.0	1997.0	8.495229999999999e-05	51.0	8.495229999999999e-05	5222.994999999999	51.0	1966.0	0.0	31.0	Georgia (1966:1997) 1412	Georgia (1966:1997) 1412
GCA_000006645.1_ASM664v1_genomic	KIM 10+	1968.0	-53	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN02604093	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2.0	Asia	1968.0	53.0	0.0	35.672803	47.0124376	Human	NA	NA	Homo sapiens	Human	#c5e88a	2.MED	POINT (47.0124376 35.672803)	7.545289999999998e-05	NA	1.2061e-05	terminal	2.3556e-06	0.0		LOW	-53	NA	NA	Iran	Kurdistan	Asia	Human	2.MED	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	32.6475314	54.56435160000001	35.672803	47.0124376	9.9620632488	236.205	9.972693211405346e-09	0.04217549691496793	1968.0	1968.0	7.545289999999998e-05	349.0	7.545289999999998e-05	5225.005106	349.0	1968.0	0.0	0.0	Iran (1968.0) KIM 10+	Iran (1968.0) KIM 10+
