sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout
GCA_009670835.1_ASM967083v1_genomic	42015	1976.0	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722855	KEEP: Assembly Modern	0	Asia	1976.0	45.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA
GCA_009670815.1_ASM967081v1_genomic	42014	1972.0	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722854	KEEP: Assembly Modern	0	Asia	1972.0	49.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA
GCA_009670865.1_ASM967086v1_genomic	42012	1971.0	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722853	KEEP: Assembly Modern Placement	0	Asia	1971.0	50.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Marmota baibacina	Rodentia	NA
GCA_009670875.1_ASM967087v1_genomic	42010	1969.0	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722852	KEEP: Assembly Modern	0	Asia	1969.0	52.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA
GCA_009670895.1_ASM967089v1_genomic	42009	1969.0	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722851	KEEP: Assembly Modern	0	Asia	1969.0	52.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA
GCA_009670905.1_ASM967090v1_genomic	42008	1968.0	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722850	KEEP: Assembly Modern	0	Asia	1968.0	53.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA
GCA_009670935.1_ASM967093v1_genomic	42005	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722849	KEEP: Assembly Modern	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA
GCA_009670995.1_ASM967099v1_genomic	42003	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722848	KEEP: Assembly Modern	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Marmota baibacina	Rodentia	NA
GCA_009296005.1_ASM929600v1_genomic	C-25	1953.0	-68	Russia	Chechnya	64.6863136	97.7453061	43.397614700000005	45.6985005	Medievalis	2.MED	2.MED1	SAMN12991209	KEEP: Assembly Modern	2	Europe	1953.0	68.0	0.0	43.397614700000005	45.6985005	Non-Human	Illumina MiSeq	NA	Neopsylla setosa	Siphonaptera	PAIRED
GCA_009363195.1_ASM936319v1_genomic	I-2638	1977.0	-44	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991207	KEEP: Assembly Modern	4	Europe	1977.0	44.0	0.0	51.401714899999995	93.8582593	Non-Human	Illumina MiSeq	NA	Urocitellus undulatus	Rodentia	PAIRED
GCA_009295945.1_ASM929594v1_genomic	I-3113	1984.0	-37	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991206	KEEP: Assembly Modern	4	Europe	1984.0	37.0	0.0	51.401714899999995	93.8582593	Non-Human	Illumina MiSeq	NA	Marmota sibirica	Rodentia	PAIRED
GCA_008630485.1_ASM863048v1_genomic	C-742	1997.0	-24	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.442828600000006	43.4204809	Medievalis	2.MED	2.MED1	SAMN12721152	KEEP: Assembly Modern	2	Europe	1997.0	24.0	0.0	43.442828600000006	43.4204809	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	NA
GCA_008630455.1_ASM863045v1_genomic	C-826	2011.0	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0	Europe	2011.0	10.0	0.0	43.0883099	47.149880179442285	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	NA
GCA_008630415.1_ASM863041v1_genomic	C-672	1988.0	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0	Europe	1988.0	33.0	0.0	43.0883099	47.149880179442285	Non-Human	IonTorrent	Newbler v. 3.0	Siphonaptera	Siphonaptera	NA
GCA_008630395.1_ASM863039v1_genomic	C-528	1984.0	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Medievalis	2.MED	2.MED1	SAMN12715009	KEEP: Assembly Modern	2	Europe	1984.0	37.0	0.0	43.0883099	47.149880179442285	Non-Human	IonTorrent	Newbler v. 3.0	Gerbillinae	Rodentia	NA
GCA_008630575.1_ASM863057v1_genomic	C-527	1984.0	-37	Azerbaijan	Qazakh District	40.3936294	47.787250799999995	41.17390635	45.25441108731086	Medievalis	2.MED	2.MED1	SAMN12714845	KEEP: Assembly Modern	2	Asia	1984.0	37.0	0.0	41.17390635	45.25441108731086	Non-Human	IonTorrent	Newbler v. 3.0	Meriones libycus	Rodentia	NA
GCA_006546745.1_ASM654674v1_genomic	I-3269	1990.0	-31	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN12138636	KEEP: Assembly Modern	0	Asia	1990.0	31.0	0.0	48.5470083	89.8549358	Non-Human	IonTorrent	Newbler v. 2,6	Ochotona pallasi	Lagomorpha	NA
GCA_006546725.1_ASM654672v1_genomic	I-3196	1986.0	-35	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Ulegeica	0.PE	0.PE5	SAMN12138635	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	45.3463139	95.9325806	Non-Human	IonTorrent	Newbler v. 2,6	Ochotona pallasi	Lagomorpha	NA
GCA_006546665.1_ASM654666v1_genomic	I-3193	1987.0	-34	Mongolia	Khovd	46.825038799999994	103.8499736	48.0552065	91.26731219782693	Ulegeica	0.PE	0.PE5	SAMN12138633	KEEP: Assembly Modern	0	Asia	1987.0	34.0	0.0	48.0552065	91.26731219782693	Non-Human	IonTorrent	Newbler v. 2,6	Ochotona pallasi	Lagomorpha	NA
GCA_006517425.1_ASM651742v1_genomic	I-3068	1982.0	-39	Mongolia	Övörkhangai	46.825038799999994	103.8499736	45.8297039	102.7237769	Ulegeica	0.PE	0.PE5	SAMN12131171	KEEP: Assembly Modern	0	Asia	1982.0	39.0	0.0	45.8297039	102.7237769	Non-Human	IonTorrent	Newbler v. 2.6	Lasiopodomys brandtii	Rodentia	NA
GCA_000734805.1_ASM73480v1_genomic	231	1947.0	-74	Kyrgyzstan	Naryn Region	41.5089324	74.724091	41.3564711	75.45197267868438	Antiqua	0.ANT	0.ANT3	SAMN02777961	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1947.0	74.0	0.0	41.3564711	75.45197267868438	Non-Human	IonTorrent	Newbler v. November-2013	Marmota baibacina	Rodentia	NA
GCA_000169615.1_ASM16961v1_genomic	UG05-0454	2004.0	-17	Uganda	NA	1.5333553999999998	32.2166578	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN02404404	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	1	Africa	2004.0	17.0	0.0	1.5333553999999998	32.2166578	Human	NA	NA	Homo sapiens	Human	NA
GCA_000169655.1_ASM16965v1_genomic	K1973002	1973.0	-48	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02404402	KEEP: Assembly Modern Morelli 2010 Keller 2019	2	Asia	1973.0	48.0	0.0	42.4804953	85.4633464	Non-Human	NA	NA	Marmota himalayana	Rodentia	NA
GCA_000169675.1_ASM16967v1_genomic	B42003004	2003.0	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02404401	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	0	Asia	2003.0	18.0	0.0	42.4804953	85.4633464	Non-Human	NA	NA	Marmota baibacina	Rodentia	NA
GCA_000182525.1_ASM18252v1_genomic	PEXU2	1966.0	-55	Brazil	State of Mato Grosso	-10.333333300000001	-53.2	-15.616066	-56.123559	Orientalis	1.ORI	1.ORI1	SAMN02403943	KEEP: Assembly Modern	1	South America	1966.0	55.0	0.0	-15.616066	-56.123559	Non-Human	NA	NA	Rodent	Rodentia	NA
GCA_000324785.1_ASM32478v1_genomic	E1979001	1979.0	-42	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403021	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1979.0	42.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Eothenomys miletus	Rodentia	NA
GCA_006376585.1_ASM637658v1_genomic	C-371	1978.0	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12012142	KEEP: Assembly Modern	0	Europe	1978.0	43.0	0.0	43.0883099	47.149880179442285	Non-Human	IonTorrent	Newbler v. 3.0	Cricetulus migratorius	Rodentia	NA
GCA_006376545.1_ASM637654v1_genomic	C-273	1969.0	-52	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN12012010	KEEP: Assembly Modern	0	Asia	1969.0	52.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	NA
GCA_006376505.1_ASM637650v1_genomic	C-232	1968.0	-53	Azerbaijan	Shahbuz Rayon	40.3936294	47.787250799999995	39.43858165	45.60713327015354	Caucasica	0.PE	0.PE2	SAMN12011946	KEEP: Assembly Modern	0	Asia	1968.0	53.0	0.0	39.43858165	45.60713327015354	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	NA
GCA_006376495.1_ASM637649v1_genomic	C-231	1968.0	-53	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Medievalis	2.MED	2.MED1	SAMN12011930	KEEP: Assembly Modern	2	Asia	1968.0	53.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 3.0	Meriones libycus	Rodentia	NA
GCA_006376475.1_ASM637647v1_genomic	C-224	1968.0	-53	Azerbaijan	Baku	40.3936294	47.787250799999995	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN12011899	KEEP: Assembly Modern	2	Asia	1968.0	53.0	0.0	40.3754434	49.8326748	Non-Human	IonTorrent	Newbler v. 3.0	Meriones libycus	Rodentia	NA
GCA_006376435.1_ASM637643v1_genomic	C-62	1959.0	-62	Azerbaijan	Shamkir District	40.3936294	47.787250799999995	40.86764505	46.01391106445903	Medievalis	2.MED	2.MED1	SAMN12011893	KEEP: Assembly Modern	2	Asia	1959.0	62.0	0.0	40.86764505	46.01391106445903	Non-Human	IonTorrent	Newbler v. 3.0	Meriones libycus	Rodentia	NA
GCA_006376415.1_ASM637641v1_genomic	C-11	1950.0	-71	Russia	Stavropol Krai	64.6863136	97.7453061	44.863257700000005	43.4406913	Medievalis	2.MED	2.MED1	SAMN12011892	KEEP: Assembly Modern	2	Europe	1950.0	71.0	0.0	44.863257700000005	43.4406913	Non-Human	IonTorrent	Newbler v. 3.0	Lepus	Lagomorpha	NA
GCA_003086155.1_ASM308615v1_genomic	M-1448	1990.0	-31	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN05017638	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1990.0	31.0	0.0	49.5568479	50.2227409	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	NA
GCA_001617705.1_Yersinia_pestis_C-791_genomic	C-791	2003.0	-18	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Medievalis	2.MED	2.MED1	SAMN04376023	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2003.0	18.0	0.0	43.0883099	47.149880179442285	Non-Human	IonTorrent	Newbler v. 2,6	Spermophilus pygmaeus	Rodentia	NA
GCA_003797205.1_ASM379720v1_genomic	FDAARGOS_605	1969.0	-52	Bolivia	La Paz	-17.056869600000002	-64.9912286	-16.4955455	-68.1336229	Orientalis	1.ORI	1.ORI1	SAMN10228585	KEEP: Assembly Modern	1	South America	1969.0	52.0	0.0	-16.4955455	-68.1336229	NA	PacBio	Canu v. 1.7	UCC Isolate	NA	PAIRED
GCA_003798225.1_ASM379822v1_genomic	FDAARGOS_601	1954.0	-67	Democratic Republic of the Congo	NA	-4.0324900999999995	22.457478747924338	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN10228581	KEEP: Assembly Modern	1	Africa	1954.0	67.0	0.0	-4.0324900999999995	22.457478747924338	NA	Illumina HiSeq 4000	NA	UCC strain	NA	PAIRED
GCA_900460465.1_57940_B01_genomic	NCTC5923	1939.0	-82	Indonesia	Central Java	-2.4833826	117.89028529999999	-7.3032411999999995	110.0044145	Orientalis	1.ORI	1.ORI1	SAMEA104281628	KEEP: Assembly Modern	1	Asia	1939.0	82.0	0.0	-7.3032411999999995	110.0044145	NA	PacBio RS	NA	Vaccine	NA	SINGLE
GCA_004023595.1_ASM402359v1_genomic	2514	2005.0	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN06209181	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 1.06	Rhombomys opimus	Rodentia	NA
GCA_004023585.1_ASM402358v1_genomic	2513	2005.0	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN06209180	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 1.06	Rhombomys opimus	Rodentia	NA
GCA_002127355.1_ASM212735v1_genomic	C-712	1996.0	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1996.0	25.0	0.0	43.0883099	47.149880179442285	Non-Human	Illumina MiSeq	SPAdes v. 3.9.0	Microtus arvalis	Rodentia	PAIRED
GCA_002127375.1_ASM212737v1_genomic	C-739	1998.0	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1998.0	23.0	0.0	43.0883099	47.149880179442285	Non-Human	Illumina MiSeq	SPAdes v. 3.9.0	Microtus arvalis	Rodentia	PAIRED
GCA_001295055.1_ASM129505v1_genomic	C-666	1989.0	-32	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861513	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1989.0	32.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001294915.1_ASM129491v1_genomic	C-346	1976.0	-45	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03861512	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1976.0	45.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001295025.1_ASM129502v1_genomic	I-2239	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN03861510	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001294905.1_ASM129490v1_genomic	C-291	1971.0	-50	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861503	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1971.0	50.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001294985.1_ASM129498v1_genomic	C-359	1978.0	-43	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861500	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1978.0	43.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001295065.1_ASM129506v1_genomic	C-267	1969.0	-52	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861484	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1969.0	52.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001295185.1_ASM129518v1_genomic	C-197	1967.0	-54	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861482	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1967.0	54.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001294975.1_ASM129497v1_genomic	A-1804	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03861481	KEEP: Assembly Modern Kislichkina 2015 Keller 2019 Placement	0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001295045.1_ASM129504v1_genomic	C-290	1971.0	-50	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03839880	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1971.0	50.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001295145.1_ASM129514v1_genomic	A-1807	1980.0	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03839879	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1980.0	41.0	0.0	42.4451869	72.14310491939636	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001294805.1_ASM129480v1_genomic	I-3134	1984.0	-37	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN03839877	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1984.0	37.0	0.0	46.18084675	100.67009765478292	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_001294815.1_ASM129481v1_genomic	C-590	1983.0	-38	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03839876	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1983.0	38.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2,9	Microtus	Rodentia	SINGLE
GCA_001294825.1_ASM129482v1_genomic	C-537	1984.0	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Europe	1984.0	37.0	0.0	43.0883099	47.149880179442285	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_003122795.1_Y.pestis_I-2422_genomic	I-2422	1974.0	-47	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08866751	KEEP: Assembly Modern Kislichkina 2015 Kutyrev 2018 Keller 2019	0	Asia	1974.0	47.0	0.0	48.5470083	89.8549358	Non-Human	IonTorrent	Newbler v. 2.6	Amphalius runatus	Siphonaptera	NA
GCA_002981925.1_ASM298192v1_genomic	I-2236	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625967	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	NA	Illumina MiSeq	SPAdes v. 3.9	NA	NA	PAIRED
GCA_002981895.1_ASM298189v1_genomic	I-2231	1972.0	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625964	KEEP: Assembly Modern Kislichkina 2018b Keller 2019 Placement	0	Asia	1972.0	49.0	0.0	48.5470083	89.8549358	NA	Illumina MiSeq	SPAdes v. 3.9	NA	NA	PAIRED
GCA_001295105.1_ASM129510v1_genomic	C-235	1968.0	-53	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861483	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	1968.0	53.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.9	Microtus	Rodentia	SINGLE
GCA_003074535.1_ASM307453v1_genomic	5M	1952.0	-69	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866745	KEEP: Assembly Modern Kutyrev 2018 Keller 2019 Placement	0	Asia	1952.0	69.0	0.0	42.06103415	78.17073232346421	Non-Human	IonTorrent	Newbler v. 2.6	Oropsylla silantiewi	Siphonaptera	NA
GCA_003074595.1_ASM307459v1_genomic	262	1967.0	-54	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866640	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1967.0	54.0	0.0	42.06103415	78.17073232346421	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	NA
GCA_003074335.1_ASM307433v1_genomic	44	1966.0	-55	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Medievalis	2.MED	2.MED1	SAMN05225380	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1966.0	55.0	0.0	40.6065534	46.70500981655712	Non-Human	IonTorrent	Newbler v. 2.6	Nosopsyllus laeviceps	Siphonaptera	NA
GCA_003074255.1_ASM307425v1_genomic	1454	2012.0	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05225371	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4	Europe	2012.0	9.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Urocitellus undulatus	Rodentia	NA
GCA_003074175.1_ASM307417v1_genomic	I-3086	1983.0	-38	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN05219216	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1983.0	38.0	0.0	46.18084675	100.67009765478292	Non-Human	IonTorrent	Newbler v. 2.6	Lasiopodomys brandtii	Rodentia	NA
GCA_002993145.1_ASM299314v1_genomic	1393G	1979.0	-42	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN08634710	KEEP: Assembly Modern	0	Asia	1979.0	42.0	0.0	41.52653525	43.2469570403887	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	NA
GCA_003074435.1_ASM307443v1_genomic	KM874	1984.0	-37	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05240958	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1984.0	37.0	0.0	39.3281408	46.1530296	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	NA
GCA_003074415.1_ASM307441v1_genomic	3551	1979.0	-42	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica	0.PE	0.PE2	SAMN05225437	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1979.0	42.0	0.0	40.3030726	45.375739	Non-Human	IonTorrent	Newbler v. 2.6	Ctenophthalmus teres	Siphonaptera	NA
GCA_003074395.1_ASM307439v1_genomic	3544	1979.0	-42	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN05225434	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1979.0	42.0	0.0	40.829434899999995	43.8276008	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	NA
GCA_003074375.1_ASM307437v1_genomic	261	1955.0	-66	Azerbaijan	Baku	40.3936294	47.787250799999995	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN05225432	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1955.0	66.0	0.0	40.3754434	49.8326748	Non-Human	IonTorrent	Newbler v. 2.6	Meriones libycus erythrourus	Rodentia	NA
GCA_003074355.1_ASM307435v1_genomic	1240	1967.0	-54	Azerbaijan	Fizuli District	40.3936294	47.787250799999995	39.58356755	47.380699808394404	Medievalis	2.MED	2.MED1	SAMN05225431	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1967.0	54.0	0.0	39.58356755	47.380699808394404	Non-Human	IonTorrent	Newbler v. 2.6	Meriones libycus erythrourus	Rodentia	NA
